kegg.names labels type x y width height DCIS_1 DCIS_2 DCIS_3 DCIS_1.col DCIS_2.col DCIS_3.col
132 2194 FASN gene 278 404 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
134 2194 FASN gene 278 310 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
138 2194 FASN gene 137 597 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
141 2194 FASN gene 137 495 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
144 2194 FASN gene 137 403 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
146 2194 FASN gene 137 310 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
147 27349 MCAT gene 300 227 46 17 -0.286560664398035 0.591011516287731 -0.34326118028461 #9EDE9E #E96A6A #9EDE9E
149 2194 FASN gene 250 208 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
152 2194 FASN gene 137 178 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
153 31 ACACA gene 275 147 46 17 -0.482829116042531 -0.757150415554218 -0.631192574834698 #6AE96A #35F435 #35F435
259 54995 OXSM gene 187 339 46 17 0.302777933126705 0.220911885170251 0.00959018673341916 #DE9E9E #DE9E9E #D3D3D3
300 2180 ACSL1 gene 1012 806 46 17 0.407682525110059 -0.407131752487556 -1.46383356745857 #E96A6A #6AE96A #00FF00
