kegg.names	labels	all.mapped	type	x	y	width	height	HN_1	DCIS_1	HN_2	DCIS_2	HN_3	DCIS_3	HN_4	DCIS_4	HN_5	DCIS_5	HN_6	DCIS_6	HN_1.col	DCIS_1.col	HN_2.col	DCIS_2.col	HN_3.col	DCIS_3.col	HN_4.col	DCIS_4.col	HN_5.col	DCIS_5.col	HN_6.col	DCIS_6.col
55	669	BPGM	669,5224	gene	458	630	46	17	14.4854223696962	14.5636062717921	14.2909142737306	14.6278550425888	14.3184245028456	14.706211332079	14.332036018998	14.2992514921177	14.0600609301556	14.3572707796916	14.1851137919228	14.0301278739724	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000
56	2597	GAPDH	2597,26330	gene	458	484	46	17	19.3290333390984	18.8636713856206	18.8287189849811	19.0850986584758	16.8813820048844	17.5358745966388	19.0569922199961	18.8935630882384	17.3278791758833	16.966616705697	16.9089256418162	17.3732592464409	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000
57	7167	TPI1	7167	gene	386	449	46	17	10.0434286116722	10.1757471496346	9.89770114038761	10.6815015360777	9.51633182898482	9.88137416136009	9.77953358213598	9.69437311020993	9.78936038595007	9.98948029442247	9.46698793808577	10.0165280400627	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000
58	5211	PFKL	5211,5213,5214	gene	458	336	46	17	25.9837709152788	24.3400105755267	25.9389169059904	25.6903737087646	25.3561993636715	26.385148638906	25.3269296048046	24.3604831341321	25.4695405833902	25.1929344247895	25.2275325629931	25.7332868082009	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000
59	2203	FBP1	2203,8789	gene	408	336	46	17	15.4433223177366	16.1321942365578	15.5206140016255	15.5571794198455	15.8666491943796	15.4354845061563	16.0353493931981	15.6986042133029	16.3003132314921	16.2527463214933	15.837818749589	16.0530880445494	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000
61	2821	GPI	2821	gene	483	265	46	17	8.12613856193038	8.36446074318539	7.82399508677452	8.62131663427348	7.678332549431	7.94445153054244	8.06008487722085	9.30686879253604	7.8120310101087	8.22753364558279	7.73677689649985	8.0426732839627	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000
62	5236	PGM1	5236	gene	483	178	46	17	9.67695904399042	9.83328183928689	10.0239034946892	9.92155375178068	9.6001122905024	9.43712381648301	9.63960285113545	9.77777455160377	9.97837172830407	9.53943093039203	9.89009705754125	9.84928076296677	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000
63	2821	GPI	2821	gene	385	302	46	17	8.12613856193038	8.36446074318539	7.82399508677452	8.62131663427348	7.678332549431	7.94445153054244	8.06008487722085	9.30686879253604	7.8120310101087	8.22753364558279	7.73677689649985	8.0426732839627	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000
64	3098	HK1	3098,3099,3101,80201	gene	233	291	46	17	30.6514745236534	31.3877972491185	30.5644579794181	31.1785392663862	31.481882367261	32.0906907522096	31.0454562138674	31.5097416967862	32.3435751869874	33.4117291013011	31.7651019193967	33.255848055088	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000
65	2645	GCK	2645	gene	233	312	46	17	7.09597177993485	7.03829378280212	7.04565752759816	7.04595442482809	7.03213909693234	7.05272924824099	7.20805898707387	7.12958935372979	7.0318586423648	7.00837880731029	7.05572452935445	7.0452871258271	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000
66	2821	GPI	2821	gene	357	264	46	17	8.12613856193038	8.36446074318539	7.82399508677452	8.62131663427348	7.678332549431	7.94445153054244	8.06008487722085	9.30686879253604	7.8120310101087	8.22753364558279	7.73677689649985	8.0426732839627	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000
68	130589	GALM		gene	181	264	46	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	#FFFFFF	#FFFFFF	#FFFFFF	#FFFFFF	#FFFFFF	#FFFFFF	#FFFFFF	#FFFFFF	#FFFFFF	#FFFFFF	#FFFFFF	#FFFFFF
69	2645	GCK	2645	gene	233	239	46	17	7.09597177993485	7.03829378280212	7.04565752759816	7.04595442482809	7.03213909693234	7.05272924824099	7.20805898707387	7.12958935372979	7.0318586423648	7.00837880731029	7.05572452935445	7.0452871258271	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000
70	3098	HK1	3098,3099,3101,80201	gene	233	218	46	17	30.6514745236534	31.3877972491185	30.5644579794181	31.1785392663862	31.481882367261	32.0906907522096	31.0454562138674	31.5097416967862	32.3435751869874	33.4117291013011	31.7651019193967	33.255848055088	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000
71	2538	G6PC	2538,57818,92579	gene	316	193	46	17	23.0743456321245	22.9029626029809	22.3248490866754	22.7240154514901	22.0687997466584	21.7875550971357	22.7633337807482	23.2439671076398	22.1610737448659	22.2282291427023	21.9577984120032	22.3273887395386	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000
75	1738	DLD	1738	gene	262	908	46	17	7.74467482399421	9.00409345753033	7.87919928204486	7.92112198218108	7.89245883232608	7.60176559633947	6.96670027776593	7.01580385663257	8.39224556114799	8.69885404615654	8.19113427392368	8.39639909287956	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000
76	5230	PGK1	5230,5232	gene	483	557	46	17	15.2854235447331	16.4468122459652	15.9576035927485	16.8742653697289	15.3466838537837	15.5351852984304	14.8198305861232	15.2460620137996	15.8795308213739	16.1892846813147	15.6336601146911	16.0139118931454	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000
112	5105	PCK1	5105,5106	gene	239	726	46	17	14.6010616246489	15.3667530463837	14.3231245359259	15.2525070264684	13.9414305614776	14.2201942143065	14.730180022792	15.2057934693505	13.9279383350304	13.6179426915837	13.784549602927	14.1043301962251	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000
128	669	BPGM	669	gene	531	593	46	17	7.54322184731048	7.61986162594655	7.3693293708777	7.82052099045146	7.66652701302503	8.06157575115947	7.05869100512747	7.15923120383282	7.57999099931309	7.94210583208592	7.5920644195317	7.50072792552849	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000
129	669	BPGM	669	gene	531	521	46	17	7.54322184731048	7.61986162594655	7.3693293708777	7.82052099045146	7.66652701302503	8.06157575115947	7.05869100512747	7.15923120383282	7.57999099931309	7.94210583208592	7.5920644195317	7.50072792552849	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000
131	55902	ACSS2		gene	96	911	46	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	#FFFFFF	#FFFFFF	#FFFFFF	#FFFFFF	#FFFFFF	#FFFFFF	#FFFFFF	#FFFFFF	#FFFFFF	#FFFFFF	#FFFFFF	#FFFFFF
133	83440	ADPGK	83440	gene	281	239	46	17	8.25761567568539	9.06087601611353	9.04654087615154	9.02956032213048	9.05609976017595	9.42660436413702	8.57575660115896	8.23040948172699	8.85683154240692	9.38273293067829	8.88339179643176	9.05027056126758	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000
134	83440	ADPGK	83440	gene	281	312	46	17	8.25761567568539	9.06087601611353	9.04654087615154	9.02956032213048	9.05609976017595	9.42660436413702	8.57575660115896	8.23040948172699	8.85683154240692	9.38273293067829	8.88339179643176	9.05027056126758	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000
140	9562	MINPP1	9562	gene	571	630	46	17	6.99240085145582	8.40859073982402	7.65579706945433	8.05225639141383	7.72957610999425	7.39190491640422	6.69774715993162	6.842398936722	8.38724086504719	8.77642748442923	8.10398966119419	8.66867640447292	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000	#FF0000
