exp1,exp2,exp3,exp4,exp5,exp6,exp7,exp8,exp9,exp10,exp11,exp12
19836082,-0.773520622392015,-1.00908670489419,-2.0551588582646,1.20643942247953,1.67088669703042,-0.160143192543246,-0.696970196176959,-0.891550690641119,0.667150830523413,-0.326250594274844,0.017131279200457,-0.0251521537693381
34508,1.58543249043936,1.02821582195378,0.74392620013286,-0.704104296643198,1.02599360580407,0.718551807391675,-1.28864736162718,-0.337302786730392,-1.57128900037023,-0.302486213770907,0.131963562256213,0.025497290798954
41680,-1.2709956400549,-0.228346733925637,0.948765638700341,-0.192158744131771,-0.878034150111654,1.31071315178007,-0.0640289555595915,1.46089279952495,0.392721666482404,-1.69766851328741,1.44516133289738,0.786811510988012
34451,-1.30328388219233,1.67438389788003,0.21974999044693,-0.0686220959495294,-0.412800863615447,0.843486420221902,0.647787685223033,-1.32626094362022,0.618449927890715,-2.74094397473811,-0.762007462397971,-0.0344504667021603
31564,-1.3776057007762,1.09815999408254,-0.840233531903666,-0.456448320548726,1.37224058401377,0.618182619299675,-0.129042181272173,-0.361602811547465,-1.24130413644697,-0.920364802959535,0.446237800207928,-0.17996239776925
32268,-1.77506041100863,-0.666864408892259,0.614434356996494,0.213343537915659,1.27725567887909,0.163514309136022,-1.41797448356449,-0.811325626156259,-0.550163046770644,0.478584414816684,-0.953019318227732,-0.508730341711126
42587,-0.400220287538026,-0.665303799327476,0.0803336491785156,-1.34366484202503,-0.296761826063473,0.0637766733501258,-1.01532695286955,-0.547174573862113,1.16451625768599,0.707382724703706,1.35827886777779,-0.406174718801426
3772271,-0.428423193685038,-0.677179406297042,0.916224394436692,1.48396386210658,-0.95138292209378,1.39498494690892,0.644769777726106,-0.44219927028913,-1.44378983071219,-1.42718674520927,1.6801607339124,-0.0655418304069132
32633,1.08442159519717,-0.259925339788752,-0.103765254109687,-0.773835828851514,0.166238327838548,-0.987891512257479,1.15728214630138,-0.475352947519074,-0.910663369267809,0.621778884207589,1.54940418261837,-0.0555756627038623
31304,-0.926283624991703,0.0872871770814478,0.478259802788386,-0.196772195796966,0.577179779428832,0.736745671125216,-0.160999837688241,-0.220738939072525,0.404877052546267,-1.21816546071897,0.0698839533545793,-0.760513908541451
50267,-0.0931559021882901,2.05117288502642,0.705337526211272,2.29389455009847,-0.932243653918616,0.203668946277163,1.99060179500349,0.144402000993511,-0.858592826547097,0.839761280349338,0.148127370123547,0.649521570005857
14462445,-0.401643797166651,-0.336388980701207,1.04073316413064,0.345266709745222,-0.160748264974028,0.793399098215824,0.263144098073701,-0.447938055821817,-0.526741960133457,0.39466107721945,2.66655750823044,-0.241262972710688
32335,-0.241387552085366,-0.600805163272231,-0.499467777021136,-1.46065673471638,-1.30903207506615,1.32212939440896,1.80924010492269,0.251185065506375,1.09973235723707,0.807711495984782,1.32110542443027,0.878442963960373
12798413,-1.36339217130503,0.195198514586038,2.20268657713247,-0.489172032754257,1.19724386539143,-1.69702104516709,-1.3194387871133,1.48443883181928,-0.320311091214595,0.193274893123969,-0.929009764897241,-1.52493822079629
19835844,0.629320640310289,1.07437744430002,-0.487007783744983,-2.76234464020455,-1.34280111863527,1.65499841565235,-0.021457008290277,0.810910682225883,0.176050789050139,0.454986286164085,0.300478871758767,0.00440749563993102
3354999,-0.288620534210567,2.84638210932536,-0.237252466533664,1.50684399630642,0.762406550735162,-1.51934704848551,-0.483728519076093,-0.438289951601734,0.210415209163334,-1.27754448767031,0.312177674001212,0.103069281242085
42958,2.04703008875339,-1.54196340020391,1.02491323401406,1.34161112803044,1.40823065791777,0.50273018755354,-0.0869598919825677,1.06066439491335,-1.27497262924506,0.127957938285391,0.659709259785652,-1.15008698181479
35264,-1.05712270272483,-0.294559547109991,0.803378220473064,0.670665838700638,-0.120537946324068,-1.10787944555299,-0.988776870187295,0.563300733082268,-0.753956509482817,0.827467417142933,0.223424876682291,-0.617944549888975
36336,0.697862774618397,-1.59091976649619,-1.30032158907749,0.74941895786066,0.718588077889515,1.99029536287451,-0.961167384338769,0.21496329080209,-0.994753500775201,-1.35993319596337,-1.16694399347855,-1.40887654025514
34245,-1.26756056426499,-2.75591300828513,-0.00364897604914287,0.829568555668593,-1.15344857897901,1.56776603274766,-0.216452572437892,0.45655788118848,1.0566955795058,0.168087152292227,-0.725539025892212,1.38510062156279
31729,1.60694818979932,0.205888684554494,-0.600017676674307,-0.815563906865428,-1.62562495188335,0.0542341908453015,2.0184681626089,0.663092282422405,0.209519334899631,-0.681110148099887,-0.00287262905064265,1.01731120466158
19835683,-0.553968677247545,0.297523380119941,-1.26575042326258,0.443136478188225,2.42036239622482,-1.14128226112468,-0.550822241655689,-0.448138496822177,-0.860507731167039,0.891105779314106,0.544420839044782,0.726773290853233
8673967,0.889753570346061,1.28200807383341,1.33478659215457,1.40556438044479,2.09401948888168,1.27759758853609,0.146552545838218,-0.154332784695969,1.19508786829092,-2.00702073020193,0.499071112886158,1.499542268893
35681,0.406768573726131,1.13638251614487,0.522546953661501,-1.17433283642296,0.932540700923611,-0.916069560753111,1.61349742996075,0.705447675079065,0.348760505450328,1.40552985527616,1.24071431976645,-1.60599326157506
39445,0.624904212214477,-2.543542136029,-0.715438784960395,-1.06128682843821,0.776444041214595,-0.360630867870122,0.364075683790372,0.495872365389089,0.371842793564485,-1.09248063016826,1.90357711428808,0.530489773299977
38151,0.640541889758942,-1.71347268211436,-0.290273094461319,-0.361533240238436,1.02866895809888,-1.22893035814851,-1.55175720287163,0.704778319626726,-1.18937600426808,0.217353780636275,-0.694019812704949,0.512736837647793
33798,-0.561899926632799,-1.27610462990286,1.34216844506003,0.0322873925293631,0.545421865793635,0.946869140074639,-1.0616383277142,-0.0647605852024449,0.427464858916953,0.373999244915538,1.38277241033389,-0.690616960788779
42970,-0.733867039970215,0.0201850049386973,-0.744074944039982,-0.131617865124813,1.47016347908235,-0.615665287286648,-0.135622472423563,-3.24252617316421,0.467951274742355,0.542066858145597,0.476234270634814,0.232793197021142
31991,1.05632670665256,-0.389090470981418,-1.66963112393478,-1.22264346730921,0.324776471136028,2.2259776136953,2.20914478550704,0.172875015396998,-1.42740478398517,1.4401005800994,1.47359471156544,-1.98403845709338
34644,0.493537599894683,0.00279183457107575,0.28881378568823,0.692960743357659,0.41520262725839,0.289896936769776,0.170100270826691,-1.73170682031167,1.0506404789976,-2.22394911090623,-2.85532192367124,-1.35060826560896
3354890,1.04669117033696,1.43770331401081,-0.964037713496589,-0.817915081022579,-1.49896351250528,0.379035883362244,-0.968762245212324,-1.62389418085854,-0.767119163004497,0.112387963214561,-0.876123261421772,-1.87332617119688
40970,0.762065566524576,-0.793385228356573,-1.60400181053731,-0.505243348030382,-1.17928327294595,0.442572193065726,-0.161237215490462,1.12147945192093,-0.266254867264706,1.17238873816102,0.276657267642937,-1.22249050990375
32855,-0.791057055987772,-1.33647171167865,-0.927705296537894,-1.00410564194996,-1.51423391234974,1.19838080567433,-0.303664952249082,0.0699927096477392,0.0726224767895353,-0.265021367294638,-1.3978378120763,1.98932438998295
34873,-1.31501641351414,-0.229653029377262,2.45403306281565,-0.610240251610514,-0.238836024934892,0.224646160007338,-0.519699456818906,0.80875460901951,0.19473607340117,-0.445512669288875,-1.30672824206114,0.219825195576818
32196,-0.549458363794071,-1.29396287345108,-0.62885817524018,1.1948100368643,-0.452351373939032,0.963984520167788,-0.942297057866547,1.26335238898225,-2.34475808070903,-1.11420759153299,2.31252167787911,-0.665168621577406
42619,0.755928187784949,0.693068899148849,-0.459331536100875,1.55548789753424,-0.374900800233285,0.584504975106536,0.539026535900378,-0.801698768290947,0.448966563246316,0.992880549379623,-0.35776937503185,-0.331137987415156
34503,-1.36980194878817,-0.333985657130101,-0.763266114698893,-0.433884259523369,0.409780494007431,-0.888643952665457,-0.850307360412232,-1.34661682169044,0.849119062674564,-0.0162881462678123,0.17305970124047,-0.491179873746994
42165,-0.168813982674314,0.387232835138386,0.877838277221399,-0.502392527827882,0.711436923926639,-0.571462811669865,-0.165449565578986,-0.566422185828027,-0.0201895198523209,0.503840207889055,0.106527518121287,0.869226503199776
40294,-1.60537766495293,-1.30572252136903,1.90215649137196,1.07524638361025,-0.404199884115183,0.279115829288541,1.68581198542901,-1.03309110354155,2.32317094322301,-0.995872777892668,0.512034635012335,1.37375573701826
12798426,0.0323132279285499,1.49381580442566,-0.248940592856098,-0.499091288746619,-0.338997160790925,-0.419908689085259,0.883352578745874,0.513786457448456,-0.587696039875184,-0.451563043973664,-1.05837948559674,-2.1095369597172
48421,0.258308702620846,-0.164721880272635,0.875118545690679,-0.595633710524235,-0.370074649069765,-1.13508173561719,-0.644306393004279,-0.256696916155001,0.223976465683208,-0.346185035958486,-1.90459111440993,0.47191311485774
318164,1.26892288354565,-0.761905904549167,0.834592296330806,-1.49139020065119,2.46468492382069,0.521528917010996,0.220885847147916,0.0345339477416068,0.768263428272551,-0.142178032746113,-1.22422852336646,-0.233718363937429
38703,0.4599670690757,1.14928067739761,1.40511702083404,-0.516913114953768,0.11852609087801,-0.466835052846358,-0.472347972787186,-1.10012100621333,0.686483702863085,0.837881605174872,1.0099380545727,1.01964224287142
36251,-0.871191980630483,-0.521794226355879,-0.477749125282842,-1.40462824302188,-1.72257362957911,0.348672082928,-0.550997933083682,0.0438516215145445,-0.634918686012946,1.80360220086151,1.51788688256858,-0.458501115024965
19835462,-0.225532470224592,0.515896726777309,-0.972693648860034,0.758785110174668,0.686983817576957,0.368411380309893,-0.881570496310053,-1.60431866252038,0.145719958017838,-0.561559124172096,0.434504693330285,0.683352689641701
36012,-0.12525277503049,-0.519458146505244,-0.000613114884950001,0.507323199658541,-0.580956384991158,0.384888100040435,1.98169715820333,-1.282660386438,0.413432429539343,0.5175799052007,-0.0285905724556144,0.0331208405152994
14462686,-0.986461320362261,-1.0726020065913,-1.59985150612706,-1.31104490932842,-1.63641017637284,1.52944636608281,-0.470404698295039,0.741272075748969,0.946447516397603,1.24089953312698,0.322509036667886,1.99172885954107
40908,-0.794239875527698,0.277045270424073,-1.44618891995012,-0.131203842719131,-1.12013942493701,-0.71217107056489,-1.81752088233909,0.46513733410604,-1.88639987229505,1.81028578404562,-0.957761059712738,0.850812593156377
19835839,0.610328672630266,-0.645369529783708,-0.378144416129201,1.95075890337207,-0.69855577987671,-2.00431681771926,-1.01910717343372,0.314378266815828,2.03565246628906,0.418936526642711,-0.183666312678822,-0.153566380631626
42399,1.06922665772294,-1.3861432647582,0.92146865727164,-0.144953250912824,0.538345908020249,0.509017410131309,1.95191449890267,0.520165893538252,0.817223295250038,0.0120824894829125,-0.75890311532167,2.46571767291703
250735,0.132608037126784,0.0576270087782573,-0.180117925105891,-1.73555893797076,1.00496632282596,-0.613131758419718,0.928470710225895,0.152064306480694,-0.146753158154374,0.716627556310861,0.323154061805251,0.133476761173504
19835957,-0.589178013730725,-0.142938858226933,-0.861116560739164,-1.08441825638249,1.08807307316735,0.358544435629059,-0.89832413902366,1.45099529684161,-0.532323644401239,0.501690084386815,-0.468959496784121,1.13418618346035
38929,2.70920363163728,0.118098118386529,-0.817396075916544,-1.56440252502025,1.61489536886159,-2.35180314504753,-1.6262271092737,-0.582809027856474,-0.040175736607342,0.057359390508394,0.307091392496761,1.60397520039854
43062,0.104918053834261,2.33053773943121,0.585275854301365,-1.85167659677439,0.804879212657343,-0.549013433378974,-0.754543435476144,0.764405823070384,-0.508365969919557,-3.06310184169418,0.524173833243674,-0.945975237612685
318228,0.453324780696372,-0.104411357019722,-0.237887577862346,0.35562418695746,1.04697188131078,0.953070525351391,0.16239213657996,0.191706653191692,0.577681703562485,0.95464811871416,1.44414616184513,-0.830279177477324
5740189,-2.03799879192834,1.44690927403233,-1.35826861268703,-1.94567376777732,0.167155613268613,-0.475145973281881,1.18467038585967,0.510022842116263,0.80558360676767,-1.82388012286059,1.30109466715689,-0.123954115485061
37940,1.00627068405248,-0.262180245184329,1.00174560677249,0.668837732628528,-1.13254386965273,2.39404238770393e-05,2.51962201235655,1.4354606052624,0.209429272146068,1.48256160417342,-0.222889253421705,-0.38415217222771
32032,0.124650161358069,0.667789222434437,-0.02658133542939,-1.17857283745732,0.507853791838765,0.279059187760861,-0.387422962724357,0.919696485131731,1.02246788940291,0.288337551348674,0.0351500243396147,1.04059643406634
31145,0.479826452969931,0.43962973442433,0.821286122187705,-0.192156299561718,1.14499000394194,0.862683560550543,-0.322597327384864,-0.725011440597155,-0.65490886664344,1.02615548922552,0.393268510150058,-1.12350265692478
36037,0.276581641162821,1.97625188677655,-0.043478457296554,0.574254731929226,2.24695005921906,0.959048573380836,-0.53862368212002,-0.234257516174959,-3.11914688596747,-0.0973405189461996,-0.161962534383393,0.287678202973554
44072,1.96076340819046,-2.66656118556048,0.952818344321107,0.813801083535464,0.168369223439548,0.413645208088423,-0.688296319225337,-0.868087520015613,-0.330527215711154,-0.797104988206051,0.176217175795067,0.344117363312837
43598,0.185193247538063,-0.0965481442856251,0.215690132688763,-1.32383655017019,0.855451716366839,1.91744166887235,0.424469811316501,-0.461443242883254,-0.576636606591952,1.7772985637239,-1.28102410328578,-0.249655784164545
41715,-0.388506113252482,-1.07728262091183,0.918136427349921,2.20460623852379,-0.647178651980457,1.40241649536138,-1.11437329182899,0.135394983320257,-0.580471456702165,-0.887007423775462,-0.778788361909587,-1.83264771063695
14462756,1.1882499558512,-0.124094245804724,0.84828092737117,-0.587748475907471,0.570753273258302,1.0211138933952,0.0647808448214718,-0.59130688708647,-0.660636528532354,0.0246053993949514,-0.691113703519772,-1.26950137257252
42359,-0.508110627972721,1.10182632128695,1.17732002924257,-0.0922313050646476,-0.336830455912535,-0.532161541334246,0.841990025239532,-0.36794856529337,-1.16186696822436,0.571619019115992,-1.48026303323084,-0.913449798741875
14462692,-2.25636254795287,0.606110537260298,-2.05402497073309,0.400639857960534,-0.400208503381487,0.253012259198403,-1.40668999320752,0.929893609089716,1.37324037189958,0.87423760536808,-2.23102269124369,0.492294804115703
35021,-0.607919271550404,-0.32025677284189,0.124365974976925,-1.46766514423063,1.13119363389412,0.276412078779504,0.0881360129505906,2.63903398152463,-0.69813595037407,-0.32988920091299,1.58337558780491,-0.33667813449263
41777,1.08680791151466,0.815569820988461,-0.0889913298978401,-0.462029881042006,0.641844957310446,1.03085182616541,1.76684821674693,0.306643784456814,-1.19984832191034,0.67962952090884,1.5693660661293,-0.142692317897192
3355011,0.274878327128737,0.570893716381948,-0.229861864733084,1.10100203624158,-1.57577951003563,-1.39247608457602,0.264446766679577,0.175398671919935,-0.326474598485463,1.57398732097065,-1.02556428998816,0.576848889407084
32209,-0.307300463347868,-1.08234076341435,0.151009057331248,0.675211547754252,-0.304064648188889,1.37423826440044,0.763959164332896,-0.582075525229754,0.404816364767281,-1.2361194807114,1.05269529973891,1.17685421592335
2768681,0.298525037882285,-0.161504411384672,0.586175818026291,0.0277798205469498,0.52780923274914,0.278046148849996,1.10003695208024,-1.15226526207131,0.480322541261328,-1.06957396011898,2.24256580996653,-0.801993499039972
19835424,-0.579172853497733,-1.51241377720703,-1.20188626705033,1.10031223114202,1.66084496926186,-0.185630000731471,-0.993617421202281,0.0677507013238082,0.135503089648345,1.33416185957509,-0.00190920581374464,0.87273007680498
40794,-0.110088004714145,-0.231981843351997,-0.730291133100857,1.98607654934521,-0.0567489698654869,-1.16218327773904,0.500213639381584,-0.490274179135227,-1.7649847000305,-0.906242656802772,-0.449646289102865,-0.0797260833668889
19835490,-0.444855299300881,-0.140305850562756,-2.89318116891435,-0.872072334721634,0.174152533065548,-1.81824970852155,-1.96012830886216,0.781395589814346,1.10635722368479,-0.0662176681526941,1.7733615047165,-0.604714750565975
35222,0.0928830944205787,1.26296593403775,-0.187674829167249,0.70758694422791,-1.6821281908976,0.0583985915585275,0.428510652768356,0.768374535762005,-1.10120225939945,0.947593970920898,-1.85684040808469,1.78851037692762
10178897,0.337100596584077,-0.628038854279348,0.846849087665008,-0.0141505035326185,0.129834234288582,-0.324355491814856,-0.839254865906707,-1.66977377839125,-0.727099329967564,-1.42412082180748,0.778077907816831,-0.31853497085894
37523,0.567958711089981,-0.799384011149,0.191481522540079,0.975989481125594,-0.200833854030123,-1.43130434881449,0.384129311524177,1.07586569380299,0.232496235515399,-0.294515141930608,-0.0122667477838756,-1.27469954342363
38238,0.87488350088992,-1.62373859260407,-1.20658273857725,0.484213210942686,-0.299333747602061,0.974091536265596,1.15156213302724,-1.59029941617529,0.189970072468388,1.15856818883523,0.745080158513062,1.3828991087088
39161,-1.2763031716209,1.42247164617756,1.28455511489054,0.578334731355351,0.377978068330806,-0.28404192131121,-0.0590138948915028,-3.40748433507653,0.0810470894960568,-0.452387972501923,1.79244119399387,1.08572260720735
39335,0.995259495192942,-1.87589286346531,-1.0073521474351,0.447530605784589,0.902287564275611,-0.547953169937001,-0.707356723182585,-1.62410707993915,-0.388751188353864,0.725972828457452,-0.113057349472239,-0.113175195442216
318008,1.32392513376552,0.490171918349056,0.215524518205865,0.441891698730662,0.820980756526002,-0.408233246849592,-0.566587834993537,0.26124589757966,0.344563096175545,1.4191948865734,-2.52081032860881,0.584720683079458
39586,-0.380507338918044,-0.360251536698382,-1.35763141318987,0.725514052842487,-0.432425549884626,0.601307503108228,-0.631051137832518,0.655740333113037,0.183846420478769,0.770206759659191,0.591389930069316,0.77764958523016
3772148,0.36030727747259,-0.321497027328674,-0.986160324013405,-1.05696972182926,0.195614821206579,-1.91797150939115,0.558062912312989,0.887530240357266,0.164426645829311,-0.621712512769834,0.398990838657242,0.546058047492219
35705,-0.149092132940061,1.00955286548329,-0.472654313943498,0.125049818232703,0.0823638970397667,-0.505937739840743,0.867497522135202,0.600980712660293,0.276660499346147,-0.399743207150002,-1.10390264723771,-1.03655912615934
40443,1.211377797227,-0.757143168357145,0.113500396651944,0.297065036302474,-1.03365461302494,0.145613824576906,-0.616033387967982,-0.956400596378733,1.24153441027829,0.110576873675316,0.683473442631044,0.710588909448415
32746,1.31952451068725,-1.64335027809504,-1.32804568939549,-0.966742306838076,1.07447326531429,-0.572874597398563,0.262568145577414,-1.46219636104565,0.990447184142822,1.68130108515408,0.0778438713762298,-0.367131097726767
3771979,0.436169693165442,0.176540157117555,1.01624696196763,-0.336061180544983,1.3520409726626,0.935661098124201,-0.0281911191652025,-0.831529703708646,-1.56610770644325,0.703039144967051,-0.212023856405743,-0.782069250688068
2768911,0.540771625879611,0.675560964193065,-0.249517677797005,-1.81696692415875,0.365768359666757,0.360757652609926,0.537987362734646,-1.04949176855472,-0.1273155268487,-0.652861326219603,1.10558139110365,0.859419574586833
42657,1.66336269993532,0.140948018745006,0.151544185752335,0.745030586447055,-1.77824809908275,0.462851472531894,0.176335093174679,-1.01903124011065,-0.592285608207912,-0.286113406616626,-0.286908774926598,-0.369772871245629
10178939,-1.12515359306055,-1.87584507555302,-1.89070012690432,0.549673310190642,0.736317514873919,-1.76053787461859,-1.10409821000726,1.25820495449871,-1.33465418674111,0.612089709565499,0.191951150035326,-0.0157631331243331
50441,-0.782304036383394,0.484170123601188,1.16694412095593,0.640405229263099,-0.271897794838237,0.361427223117403,0.281070392357286,1.95493272686604,1.44276865608832,0.530077832106689,1.53609003809875,-0.768566853815583
41058,-0.986914634825292,0.34294268641589,0.4667298211062,-1.13025320209761,-1.73217769748264,0.00315692650343959,1.15556318283561,-0.466522934447059,1.58901114170768,-0.36542976297049,0.631982690379147,-0.345658986301342
33374,-0.0814943260457836,0.433827352238755,0.517411302708198,-0.312886041096445,-1.37857146494298,0.771920879918093,-1.19005207473789,-0.0319786674229111,0.651221243995627,1.58395481816455,0.966407231388088,0.458063601724677
35438,0.638783236545633,-0.998159086390492,0.747568871777244,-0.554736369344293,-0.53180875199481,-0.262491618987676,1.86218632668438,2.14867852669593,-1.0023119607871,-0.824971689468724,-1.07472034431498,0.21898391535033
19836030,-0.366711455463374,0.918576661610329,-1.49868289309076,2.77588666271646,0.850408403826484,1.41911824622453,1.37207584887947,1.78260073615542,-1.14080302410746,-0.333675969896063,0.66184003413593,0.230424826467479
33303,0.300129762749071,0.217455628932317,-1.16199803016403,-1.36606743609379,-0.94374947483241,-0.326128764553441,0.928819324466826,-0.472500808520089,0.0958549758957535,-1.14082737385021,1.13269959694935,0.449800570418223
31863,0.144094162154073,0.453415179603069,0.829864410251453,-0.864181261121304,0.943164259288824,0.570823937876617,-0.196779894187217,-0.405741125787094,1.56543793215178,0.491143514600898,-1.44057395610224,0.336283068481849
19835334,0.244721269509772,-0.0754099596514902,1.11771467675458,1.31919623932101,-0.969919718146215,0.120146463542651,-2.70948157578066,2.10677664514564,-0.79335479218842,1.16248284456311,0.753643400945237,-1.1610693346602
40159,1.71023192823825,2.35280104633994,-0.516696381375047,-0.144777646840131,0.931478692840684,1.38584253214544,0.343704192160925,0.0219026367354897,0.566148826000905,2.79059654949928,1.13397557995481,-0.19154209242364
31094,-0.544601094529768,-0.181872164083374,-1.6589992643422,0.339106927413963,-0.764844769697509,-0.570030116855865,-1.3660112767121,-1.05718159965408,0.676216602493221,1.02400183977727,-0.323376187151938,-1.55726855350541
35177,-0.398907430503696,-1.18632753685919,-0.202301104445934,0.115249080875725,0.0585763594715668,-0.0341933279307823,1.46005648018119,2.0790986678327,0.425268906280381,-1.98002173960465,1.03118087980276,0.19657058544158
31398,0.886644015807536,-1.19200465116967,0.390834696196579,1.7847967725573,0.871474613061882,0.390993455821406,-0.512509162356047,0.599288726800676,-0.181757690447341,-2.08196442582819,0.568901011496236,0.259311103281273
32398,-2.03889469386528,0.652814452048288,0.277125232315521,-1.65085924859301,1.12523662986398,-0.613580765772011,-0.564226323825277,0.246317478087331,-0.993413036355505,0.573197533318851,-0.451331039341692,-1.95208737881244
246584,1.744144987214,-0.268564257351596,0.121533236794679,0.123185155111914,-1.31499831905634,-0.0835935239609129,0.196871156601382,-0.426445474895772,0.00922393325613434,-1.76350099789855,-1.05462652827668,-0.833073569391674
43341,0.437601260854195,0.906324349092519,0.841813767901117,-1.66759349203634,-0.240512053570051,-0.471593888053689,-0.136991322706136,0.841711322406056,-1.4005862374013,-0.427270208791923,1.34077506416158,-0.103197914512384
12798526,-1.1770095019526,-0.1382145939192,-0.988620488480435,0.247865028677226,0.531802514416448,-1.08772648199763,-1.10200272573764,0.348886584973258,-1.73341277148229,2.84367497240884,0.069322354906877,0.454293417635446
19834974,-2.16823359582019,1.2503688394922,-0.39673284654167,0.373280093007075,-1.53340090349177,-0.466308889937161,0.0873782063648468,0.319825135529692,0.325150006490828,-0.209983842520259,0.739321831667044,0.0399120034498065
12798380,1.46287005773238,1.48932024730915,1.97202550883645,-1.30699858691703,-0.899063717714598,0.618630615575871,-0.346325357395701,-0.88728683003766,-0.438516647862887,-1.39872779978912,-0.64399923213534,0.370865471228182
34778,0.130551035824019,0.300334862254652,0.226047327111591,0.71360655646817,1.17339434249883,0.318000566714067,-1.01973087783709,0.656162995899375,0.842731620140819,-0.862632077233167,0.921580302730555,1.7645270036982
40612,-0.739849314047584,-0.492681877452427,1.02908802182567,1.0770723989506,0.118667151712334,-1.0501492051292,-2.3644184990745,-1.94547093555035,-0.257645593806269,0.605788539732406,1.43541643354921,-3.33050977695042
34673,-0.487293876350229,-1.65211787676746,-0.16954032210038,-0.597802659615217,0.481547623116415,0.556880376803239,1.18466155932764,0.982768868000476,0.638256244614355,-0.716328730707551,-0.462153394164042,0.807067709026839
318954,0.680810236540023,-1.08252879559085,-1.65349208928048,1.62382471658703,-0.85546944912066,2.26686109045577,-0.798667062949847,-0.536323581541031,0.343301448386743,-0.485877046480736,-2.45281158968518,-1.83114827743495
