GeneID	HN_1	DCIS_1	HN_2	DCIS_2	HN_3	DCIS_3
100130348	7.503433252	7.346262944	6.843966935	6.921567039	7.159681921	7.218815096
100130449	6.727114746	7.320860471	6.457607621	6.81800177	6.870645662	9.581474702
100130464	7.35731863	7.259172741	7.263937698	7.228663688	7.290808751	7.312084597
100130544	9.042820728	8.101524413	7.612968424	8.519800442	8.339384908	8.380473101
100130624	8.009514289	7.508544801	7.582394386	7.958589929	7.289380669	7.183117085
100130633	7.760622392	7.950039566	7.4341955	7.48979594	7.983200038	7.992051805
100130703	6.275742529	6.268295898	6.256317871	6.263894559	6.292753282	6.291994157
100130862	7.011315051	6.992266772	7.219407856	7.34716217	7.666012143	7.956251152
100131005	7.66336523	7.771862195	7.333158086	7.634053896	7.472416424	7.385679743
100131164	7.477832276	7.414489144	7.698528856	7.611835473	7.658125626	7.698928624
100131298	6.547203869	6.522918462	6.528242874	6.523996859	6.538022947	6.534999999
100131613	7.269429483	6.765682808	6.659627789	6.706337442	6.911445133	6.949048229
100132129	7.179964204	7.076670107	6.902761214	6.999416383	7.012210888	6.947014881
100132302	7.098185447	7.164634103	6.831923246	6.84817058	6.999434633	6.934483454
100132323	8.007545291	7.670947929	6.547274314	6.933033747	7.364967963	7.373343424
100132430	8.615640753	8.269932941	7.664876926	8.597312804	9.184084908	10.4058762
100132833	6.99855286	6.627084833	6.490255629	6.564880245	6.370879138	6.42826944
100133166	7.741055732	8.504668789	7.922343712	7.594582079	8.670380245	8.387212868
100133233	6.475473456	6.245201909	7.089854903	6.875734052	6.87751454	7.09290432
100133276	7.162388116	7.147653159	6.640817802	6.789568611	7.438046939	7.914509569
10013	8.161447887	7.782733929	7.657451183	7.640809355	7.584108966	7.622543676
10014	8.331366701	7.88226074	7.411073959	7.422644719	7.364463753	7.245456103
10015	8.464774543	9.541262504	8.818485143	8.891700167	8.741222931	8.487631666
10016	7.608259219	8.475523574	8.110133119	8.238985226	8.098975729	7.749176068
10017	6.992806442	6.986574929	6.997835575	7.002343315	6.993942687	7.003422061
10018	6.635027234	6.615258585	6.607242397	6.624773347	6.579437431	6.628871196
10019	8.130692984	8.385111099	8.640152407	8.173967696	8.700629163	9.019160703
1001	8.950046653	8.274612585	9.614759949	7.868246813	9.033271578	8.345649001
10020	8.130383609	8.074415592	7.84874034	7.397361962	8.845660462	7.854977775
10021	7.169056277	7.083372791	7.00445338	7.005918735	7.105808179	7.082307685
10022	7.111258588	7.021578294	7.033809025	7.009728692	7.028044534	7.04209018
10023	7.973026061	8.206559113	7.041603328	7.1254295	7.731705952	7.403504209
10024	7.598573339	7.506795437	7.387955874	7.388182453	7.304780287	7.57817756
10025	8.279206774	7.8231325	7.243646761	7.363012425	7.202695095	7.046159202
10026	7.534292492	8.164320334	7.965217425	7.676652578	8.624175676	8.571313134
1002	7.192918999	7.090559081	7.093364981	7.033655862	7.107082894	7.158933915
10036	7.573507687	7.540790343	7.204694576	7.246803015	7.238097962	7.241474363
10038	8.174152715	7.809732574	7.918359163	7.735407942	7.905932734	7.428260789
10039	7.977286268	7.876546447	7.18292887	7.142772556	7.249269072	7.36058942
1003	7.384942095	8.371952913	7.864858058	6.724213525	7.401893196	6.35527387
10040	7.482795092	7.751238473	7.76059836	8.111460508	7.858094671	7.468072052
10042	8.955302338	8.828864699	7.689294915	7.918777518	7.852741572	7.727987714
10043	7.743625361	7.658021468	7.3377058	7.612389423	7.396082561	7.440272263
10045	7.019873344	6.717136818	6.945443252	7.132521638	6.902091187	7.103760752
10046	7.504322434	7.19766834	7.501147092	7.973603581	7.419010468	7.769452556
10047	7.885646906	7.607071935	7.198096249	7.236623442	7.471397104	7.312873061
10048	7.429465438	7.855840805	8.181266662	8.220129929	7.881225367	7.845825895
10049	7.528298521	7.839366039	8.161731799	8.047871666	7.970496837	8.01422165
1004	6.642030857	6.622585699	6.57008894	6.530278311	6.630984173	6.633851285
10050	7.014574118	6.9251495	7.133621612	7.116914088	7.110810591	7.025753841
10051	7.138462692	7.482392063	7.456424301	7.869556717	7.945592568	8.102796721
10052	6.966494875	6.985195047	7.224277977	7.214224336	7.170563251	7.2510284
10053	8.711249884	8.273244819	7.575595797	8.073894223	7.652911688	7.901637251
10054	10.49429031	10.6261345	10.14292504	10.05560688	10.49440662	9.884063665
10055	9.026105298	9.196667553	8.71643106	8.941977414	8.81979112	9.125270479
10057	8.447399098	9.458464343	8.611383894	9.384386097	9.00176271	9.788319715
10058	8.086354505	7.927740942	7.827419648	8.028552433	7.819402779	7.648536961
10059	6.914171673	7.325417525	7.529981234	7.726546278	7.27834215	7.395321052
1005	6.680388888	6.674346721	7.017839919	7.05355229	6.963962041	7.060428424
10060	6.759127933	6.749629294	6.742938883	6.741094309	6.761622758	6.765332536
10061	7.785599609	7.342827895	6.900004085	6.912917185	7.138768761	7.076070361
10062	8.033979971	7.555868978	7.534577681	8.031148936	7.964419755	8.026241407
10066	9.34030168	9.030777209	8.591284689	9.015936097	8.503696124	8.672705384
10067	9.375369169	9.636023733	8.757489569	9.330020141	8.614250448	8.810430413
10069	7.788532637	8.032544559	9.443267907	9.254758622	8.644571558	8.389312489
1006	7.084152755	7.023495473	7.0405627	7.050459363	7.02671647	7.046363107
10072	8.136242193	8.508751059	8.056748639	8.844737777	7.731580585	8.243595177
10073	8.499585938	8.434233938	8.450427075	8.521462047	8.313226677	8.316607696
10075	8.475310756	8.567001931	7.82519871	7.940720796	7.842067067	7.895743224
10076	7.304761432	7.150459157	7.535031259	7.578028744	7.821453027	7.809751352
10077	7.536954307	7.424698343	7.407666618	7.350238526	7.237791373	7.379999917
10078	7.846595489	7.599306169	7.252429651	7.38768418	7.231737293	7.274697726
10079	8.346382952	8.899975471	9.103259623	8.492658266	10.36120565	10.34248537
1007	6.516823614	6.424560716	6.924639916	6.819764902	6.683340094	6.823065274
10083	7.964083592	7.099436768	7.033759038	6.897238567	7.221807786	7.279137942
10084	8.141874694	8.124641951	7.464601961	7.567507089	7.066227282	6.853696526
10085	6.872612236	6.680228791	7.416612151	7.268150218	6.558249833	6.672146608
10086	7.753519348	7.62256627	7.87692546	7.867338869	7.939072041	8.00207349
10087	7.199828357	7.342613596	7.600155757	7.804120528	7.710141402	7.73460408
10089	7.459537759	7.249165969	7.074561767	6.966370905	7.033875815	7.222427915
1008	7.035698751	6.956331056	7.401262202	7.326468748	7.328030907	7.40605368
10090	7.006274156	7.183978953	6.90740145	7.018022392	6.853379278	6.754225812
10092	9.334848441	9.735204677	8.796236085	8.238338683	9.056574858	9.137522654
10093	8.022801885	8.005090272	7.460816949	7.693932385	7.362831327	7.577615234
10095	9.800302621	9.979940594	8.56171853	9.866241075	8.279708102	9.383696582
10096	7.840886184	8.703918576	8.628500849	9.190949328	8.762844221	9.257718641
10097	7.672377014	8.869075674	7.906816545	7.730281342	7.676243624	7.696524267
10098	8.156305439	8.253772699	8.410072092	9.242158291	7.422729785	7.028893073
10099	7.846072349	9.655589743	8.031454822	8.950083331	7.984212543	8.257515248
1009	7.705942784	8.90336749	8.665509651	8.791257461	7.49657691	6.492454384
100	7.320561364	7.396167475	7.208016546	7.730110514	7.278626263	7.462827238
10100	6.986922028	6.749066083	6.856408387	6.842445008	6.87993184	6.90839884
10101	8.921687418	8.666335748	8.549387008	8.594212365	8.406382835	8.281232501
10102	8.792698884	8.811568434	8.496931234	8.64517341	8.234543393	8.483289416
10103	7.816718489	8.784568021	7.952852882	7.568837365	8.008309528	9.784785854
10105	8.70724193	9.277242203	7.551911481	7.98708645	7.944676864	8.216891902
10106	8.805630423	8.553441295	8.562648663	8.471226648	8.252751491	7.968348593
10107	7.394174655	7.126116309	6.961100405	6.880467204	7.119681545	7.158194501
10109	8.74191588	9.668537167	9.70886551	10.28462955	9.522411976	10.32009341
1010	6.687619735	6.578497372	6.546759148	6.471945091	6.6004614	6.5554101
10110	7.452715951	7.208899967	7.083989552	7.057601702	7.144987084	7.132298021
10111	7.029618801	7.487086001	7.506990635	7.969023205	7.273654219	7.24056181
10112	6.867254468	7.63625743	7.031903752	7.671926226	6.544039734	7.948920195
10113	8.209861795	8.243387495	7.804375013	8.026616652	7.925665275	8.085131599
10114	6.915652845	6.709030043	6.572819246	6.587476753	6.773259919	6.795087141
10116	7.150611464	7.172694024	7.439400053	7.413122704	7.270930677	7.297420762
10120	8.988111347	8.55241715	7.914999447	7.936295864	8.08980331	8.131767557
10121	7.86621234	7.936050116	7.435718246	7.560661346	7.337554417	7.44456833
10123	7.775049427	7.26962064	9.449606502	7.940222104	8.756404817	9.248701717
10125	6.85537264	8.512214148	6.797489802	6.99181862	6.982717446	8.241168202
10126	8.134842515	8.216248646	7.930673658	7.992141523	8.002252054	7.979205424
10127	8.269768146	8.146392813	8.090689831	8.116880716	8.253103547	8.284395689
10128	8.171664926	8.684921966	9.226846832	8.990598133	9.714292606	9.246419654
10129	7.141205212	8.159299373	7.114172463	6.978927723	8.156423228	7.465225358
1012	8.668117598	8.455194247	7.303347252	7.273704751	7.475536345	6.693019847
10130	9.088828493	10.5632743	8.983822578	9.15807985	9.493543815	10.21577728
10131	10.20555354	9.200902793	8.691112808	9.198833084	8.431881303	7.979444923
10133	7.813080968	7.837489831	8.700778571	8.106344008	8.973412713	8.50006591
10134	10.80848794	11.08996412	8.880848834	9.445486562	9.794560771	10.2234628
10135	8.548317923	8.692861968	8.754575725	8.207223463	8.532765668	8.360208933
10136	7.54111013	7.326979596	7.479647198	7.362615274	7.402254336	7.650383675
10137	7.425675712	7.888008205	7.997825701	8.207333239	8.005661163	7.983963212
10138	7.18487362	7.525037285	7.096057203	7.195486517	7.161030643	7.136328562
10139	7.789289972	7.462400376	7.35388162	7.287337152	7.153669949	7.089760727
1013	7.337262402	7.138656506	7.02233675	6.94488284	7.097371345	7.100560238
10140	9.750517091	10.19915683	8.665941	9.394163562	9.510096702	8.266068728
10141	7.391366501	6.891043298	6.708742751	6.745589877	7.003130259	6.980458897
10142	7.175002135	8.010741359	8.156226329	8.009400203	8.148583288	8.019156475
10144	9.362384782	8.194251549	7.990444345	7.261778866	8.414564967	8.115451055
10146	8.062238647	8.266979406	7.96295097	8.265896523	7.85713117	7.893350548
10147	8.113262224	7.976335526	7.832103222	7.896245643	7.813803529	7.719755336
10148	7.776525676	7.510358551	6.993210637	6.990785762	7.199503963	7.330898093
10149	7.118370893	7.148778439	7.214770701	6.992974463	7.174459874	7.20744183
1014	7.000300942	6.917704035	7.042357855	6.859211068	6.993459228	6.948727691
10150	7.663213906	7.465239136	7.625292207	7.340180307	8.381635104	8.151875143
10151	6.381785474	6.692682798	7.501365158	7.366677073	6.982912441	7.105458123
10152	8.120343095	8.003234955	7.853001622	7.945467361	7.74440281	7.934692143
10153	8.410007517	8.499056528	8.987853376	9.273896106	8.379964988	8.301668207
10154	6.768571877	6.685141211	6.888754755	6.859335531	6.941450911	6.922711667
10155	8.414442947	8.113770758	8.019697215	8.313717909	7.721991027	7.5924956
10157	6.985375772	6.912850899	6.984795395	6.841407017	6.927317812	6.854529801
10158	8.649502574	7.950005105	7.51821178	7.387291903	7.581602942	8.487108997
10159	8.125626981	9.989783112	8.761111785	8.774697921	8.831061116	8.60975358
1015	7.07543707	7.022307844	7.114090357	7.072745796	7.137909954	7.149042845
10160	7.756571104	7.893693248	8.927875446	9.546859493	9.410677446	9.39870858
10161	7.373253589	7.641350804	8.07076308	7.132846418	8.798000192	7.959628126
10162	7.350394702	7.568934618	6.967123116	6.976256826	7.134386838	7.15515693
10164	7.49037499	7.434626377	7.491501205	7.523235751	7.501668047	7.548659097
10165	7.38191173	7.637324615	7.791600057	7.982444674	8.223163933	8.270445017
10168	7.121273186	6.97573324	6.980984693	6.950598931	7.115447631	7.022913794
10169	8.512680326	9.22542711	7.221677928	7.702722261	7.586695127	7.570217183
1016	7.233946383	7.245177359	7.153328288	7.125184608	7.185556947	7.171008922
10170	7.854246409	7.553449758	7.437832891	7.4075594	7.544346584	8.763918019
10171	7.687687252	7.906539732	7.807391813	7.834997638	8.253847395	7.851525117
10174	7.823300581	7.42652442	7.628531189	7.393173494	7.42975242	7.457573295
10175	7.731855027	9.227830801	8.716689038	9.623083351	8.522095712	8.263002282
10179	7.655577089	8.483249425	8.209608517	8.273023801	8.228814479	7.938217676
1017	7.318942344	7.206961974	7.752866778	7.677204772	7.596164211	7.613985754
10180	8.754881833	8.491064188	8.337913014	8.815821574	7.654758683	7.633417568
10181	9.387438529	9.383813317	9.69974352	9.095646128	10.48016675	10.10447637
10184	8.103675971	8.020490825	9.686156437	8.627380314	9.388060375	9.570104131
10186	8.469717314	8.716627891	9.128482479	7.413653376	8.916388206	7.498116495
10188	8.369779039	8.318145952	7.15311856	7.5228947	7.291839472	7.276203607
1018	6.844331781	6.543864788	7.625195045	7.545086721	7.443708478	7.531048156
10190	7.954041272	9.219503008	9.414354533	9.571764545	9.007402774	8.982532158
10193	7.749670773	7.731982353	7.45043355	7.742520087	7.526041103	7.665780172
10195	8.05423743	7.970666954	8.561137114	8.827517667	8.074673392	8.123952585
10196	7.085385542	7.191583623	7.589297474	7.875171087	7.61129069	7.351201755
10197	7.4174701	7.438056472	8.160738738	8.420151639	7.846721478	7.780865975
10198	6.688893892	7.216799797	6.869274593	7.252324457	6.890041537	7.030619265
10199	8.925048248	8.671439139	8.199310765	8.105205774	8.177527508	8.291095096
1019	8.31848424	8.222774236	8.837061432	8.752357436	8.419219428	8.94953151
101	7.825893587	8.193677951	6.368053484	6.957452705	6.800670416	8.276259261
10200	9.344837871	8.459047649	9.410760401	8.914611034	9.700398349	9.402827753
10201	7.724757855	7.572090774	6.888815004	7.00939147	7.114499573	6.970411581
10202	8.953531297	7.111822827	6.596805748	9.101684698	6.660965372	11.26001564
10203	7.075539829	6.814405334	6.67376517	6.538506573	7.097769165	7.217104041
10205	7.398987481	7.424047312	7.208728693	7.291718708	7.284245311	7.726361712
10206	7.864238896	8.420858089	8.329105613	8.465761372	8.735766482	8.552478523
10207	6.406678724	6.408615671	6.612226194	6.606178871	6.620401214	6.590572424
10208	7.511894757	7.718863603	8.118704707	8.145973035	8.158608452	7.77278781
10209	9.978118916	9.891052808	10.76951313	10.78948334	10.08219041	10.22303559
1020	7.683796016	7.884840583	7.719908483	7.976415101	7.315064567	7.393309362
10210	6.886851066	7.505159903	7.406114979	7.654056385	8.105882165	7.486487998
10211	9.743193064	9.818285046	7.870207823	8.46393269	7.529277338	7.625385927
10212	8.018624697	7.874575229	7.858304553	8.610201362	7.199352627	7.740881953
10213	7.257038604	8.085868933	8.407058173	9.172375311	7.888009075	8.168552374
10214	7.736784603	7.53356343	7.357084984	7.386522466	7.286306575	7.381189199
10215	6.895481536	6.836563415	6.759843982	6.68626182	6.763610727	6.756976669
10216	6.525764391	6.456971266	6.530554207	6.645085714	6.550455685	6.553969709
10217	7.984535175	8.337164935	8.995803436	8.419884192	8.989330414	8.37243376
10218	6.715382383	6.595592018	7.180298582	6.595817829	6.884687816	6.751678338
10219	7.201899461	7.135578373	7.6179509	7.488087447	7.349804726	7.350067
1021	7.320193799	7.158729669	7.161546612	7.085631044	7.143277772	7.146549136
10220	6.977813671	6.976252232	6.977599354	6.980505988	6.974827589	6.974641207
10221	9.372289101	9.957181141	10.11208657	11.12893243	9.821765415	10.44872943
10223	7.669421852	7.605706378	7.629034715	7.626550764	7.635871656	7.621717336
10225	6.996182077	6.855322542	6.883610219	6.808098463	6.944422021	7.138484289
10226	8.929411678	8.931780955	8.907134483	9.119000312	8.299839067	8.476762437
10227	8.402830482	8.225826604	7.474562645	7.779382849	7.637736458	7.72111601
10228	6.991094166	7.588747426	7.625252916	8.022385131	7.59378549	7.867251243
10229	7.857437157	8.227127071	7.252398056	7.160041365	7.27078088	7.094081616
1022	7.425009094	8.183672186	8.55870088	8.951798358	8.560595524	8.960748076
10230	6.945101163	6.640766864	7.319814979	7.346002769	7.810954927	7.644641902
10231	7.146764583	7.899376758	7.781362773	7.05646531	7.133331413	7.005106002
10232	6.520632893	6.521107598	6.520317287	6.521160824	6.520661029	6.521002297
10233	7.268765582	7.232813362	7.091664535	7.088824504	7.045784431	7.078108571
10234	7.594263018	7.539539781	7.425009656	7.142742177	7.495081293	7.126807642
10235	7.998932256	7.504517686	6.9901771	7.025660031	7.030561401	6.823260087
10236	8.382152485	8.880420812	10.47906326	10.54258825	8.783446315	8.355172876
10237	8.353753766	8.881154233	9.155198639	9.455144978	8.799443664	8.919584777
10238	8.253707064	7.936566802	6.88227528	6.949414737	7.378562932	7.847047804
10239	8.318956922	8.236889852	7.752456902	7.764329255	7.835044245	8.236187022
10240	7.866501987	7.378836583	7.544223317	7.552422062	7.626112472	7.370584547
10241	8.71233527	9.453816625	9.355666114	9.201018015	9.665025869	9.501205889
10242	7.812613242	7.507266537	7.474563493	7.380732995	7.800701391	8.030379864
10243	6.807883349	6.816956995	6.966613475	7.038618191	6.879542751	6.910019372
10244	8.014433243	8.201874215	7.736734694	8.048162514	8.20284092	7.609709233
10245	8.672767826	8.600053769	8.190056728	8.26983917	8.054219654	8.150116237
10246	6.953136675	6.947813989	6.946735264	6.947326837	6.947603998	6.949660167
10247	7.130761967	7.501878501	7.252628298	7.627675927	7.131189345	7.080919184
10248	8.803619805	8.862526946	8.010735264	8.570331841	8.171071927	8.151346309
10249	7.265343993	7.021895607	7.061001651	6.91192842	7.207645447	7.26492552
10250	8.078562918	7.988668762	8.904427409	8.905408751	8.578566892	8.598028451
10252	8.272541821	8.1718127	8.982381943	7.285821802	9.637282219	8.244517786
10253	7.341482782	7.094608295	8.025933205	7.054753403	7.896480684	7.084685194
10254	7.069723507	7.534130627	7.016417957	7.171171463	7.434482526	7.096300426
10255	6.987350091	6.935327387	6.989241964	6.955433092	6.908260828	6.872144716
10256	8.622648892	7.457779591	7.7772102	7.924534706	8.006020006	8.017143689
10257	6.774631121	8.374641319	6.907343885	7.864904191	6.87090818	6.798786831
1025	7.307983365	7.461636679	6.771208093	6.894527394	6.78180595	6.839377567
10261	6.92248489	6.682144484	6.749005964	6.898358036	6.690574817	8.244521642
10262	7.09699679	7.108080828	7.938580703	7.909416616	7.589606691	7.597656036
10263	7.022915165	7.196513246	6.957068452	7.086676151	6.740040462	6.886478806
10265	8.059334007	7.988747645	8.395999978	8.331160209	7.916673271	7.769332493
10266	7.199360613	7.070439771	7.053849245	7.048930963	7.058468966	7.091318115
10267	7.123184242	9.202324289	7.053539403	7.665413108	7.165353376	8.262405614
10268	7.658483135	8.520656581	7.626483892	7.176346897	7.195609237	7.484968462
10269	8.305095003	9.285991227	10.00217676	10.32904206	9.888140508	9.975721999
1026	8.656766724	8.436323839	8.026026154	9.992485204	7.914942778	8.145343899
10270	7.733401343	7.72284802	8.218449122	8.378739985	8.368789868	8.318413607
10272	7.605507677	7.605446733	7.390852074	7.371277262	7.245903722	7.188379715
10273	8.681796432	8.524141498	7.908829024	8.315097128	7.888972718	7.809476471
10274	7.214142026	7.346359684	7.525875181	7.571125292	7.597118352	7.540751739
10276	7.610763084	8.184564553	7.732787725	7.653343303	8.595774446	8.892013863
10277	6.963280388	6.651448539	7.596964798	7.513397644	7.561863691	7.573299263
10278	9.050934612	8.734016603	8.372612841	8.666126767	8.455708312	8.504072716
10279	7.496362195	7.384344717	8.624810377	8.705327123	8.775636078	8.932039151
1027	8.400498213	10.1370792	9.525333106	9.749387264	9.514178155	8.603024423
10280	7.464137009	7.311792749	7.673119628	8.028047565	7.231147288	7.430648392
10281	7.828696091	7.380723413	7.249747348	7.178631111	7.459778552	7.465185451
10282	7.967976286	8.714602097	8.451339339	8.312905095	8.562604274	8.305796377
10284	8.288287111	8.678050489	8.285918062	8.357402366	8.571862197	8.17883371
10285	7.915511558	8.259266536	8.215449964	8.370207804	8.172955863	8.009006776
10286	7.879317085	8.524439448	8.769308915	8.915317535	8.57562324	8.5042227
10287	7.771377587	7.655675343	8.100832343	8.25387197	7.784085541	8.119581871
10288	6.582048108	6.653910532	6.550161681	6.56669601	6.648931652	6.936099331
10289	9.574696671	9.326951306	9.324944229	9.344335635	9.569326302	9.15033297
1028	8.349990414	7.034154591	8.894531836	6.457315766	7.790742777	6.799969434
10291	7.949685435	7.897072017	8.758060865	8.630901926	9.066747863	8.848894178
10293	7.024701563	6.94064133	6.964386102	6.970788743	6.943179076	7.012082863
10294	7.353276668	8.174494148	7.180148222	7.230111492	7.233455245	7.140183711
10295	8.116686504	8.008766913	7.68451839	7.697950089	7.295413362	7.326938162
10296	8.622791835	8.844217411	8.52809046	8.546571185	8.864036237	8.799319648
10297	7.132118569	7.060097023	6.932986356	6.900431058	6.938668962	6.991284443
10298	8.171854981	8.022535461	7.972553854	7.94970367	7.780058538	7.85719623
10299	7.80134384	8.006371746	8.958702386	9.186118899	8.96708586	8.689340859
1029	6.944268815	7.073467554	7.036141898	7.611026653	7.085954585	7.392560017
102	6.597136594	6.875127733	7.01892904	7.155771505	7.165674908	7.217264086
10300	8.182327137	7.013551018	7.286202297	6.820111186	7.162124646	7.158091423
10301	7.275421979	7.695862347	8.004812627	8.59530975	8.381480485	8.158977434
10302	6.668841158	6.656783937	6.700999368	6.679579414	6.657594615	6.653364306
10307	8.144632586	7.683099828	8.615132684	8.521681691	8.518542938	8.314037829
10308	7.670709346	7.701204141	6.95162139	6.9834117	7.680870682	7.880790472
10309	7.238253371	8.181547082	7.181904803	7.682521025	7.289423243	7.300287897
1030	6.575474859	6.568840609	6.569951989	6.569555722	6.5508403	6.561749244
10311	6.758545806	7.152068065	7.233190761	7.503066763	7.355867186	7.44993621
10312	8.955901688	8.789845116	7.874082106	8.45943329	7.41717571	7.752146817
10313	9.557818441	9.809596863	9.718065565	10.13692455	10.09271842	10.20499496
10314	7.254763135	7.982215347	9.272366764	8.634625258	9.276008317	8.683410997
10316	6.67489058	6.671726873	6.684903269	6.691423003	6.68899411	6.677700807
10317	6.879557662	6.85682623	6.87351962	6.868755189	6.870848212	6.871529611
10318	8.760100604	8.536298746	8.36173362	8.971863387	7.861228604	7.93917196
10319	7.520508332	7.103182137	7.621217005	7.135767271	7.364529294	7.197552837
1031	7.282144683	7.374250104	8.0464957	7.458305338	8.485807773	8.177392466
10320	7.31298498	7.125258715	7.113222905	7.056887578	7.117064718	7.246282658
10321	6.287540204	6.416964077	6.340455776	6.312968942	6.41537959	6.76978321
10322	8.075523101	7.7411681	7.578598213	7.467716198	7.530500274	7.575336305
10324	6.672439911	6.859754678	6.768903058	6.667691751	7.184412747	6.730315707
10325	6.942756382	7.09991863	7.15175107	7.05216638	7.405874846	7.33139915
10327	9.397626435	9.562990526	8.898006478	9.541538069	8.445238965	9.253788239
10328	8.29013527	7.882080787	8.693368003	8.318810994	8.145133961	8.198551303
10329	7.940937197	8.289850793	8.52503357	8.619877613	8.230177967	8.406159075
1032	7.254188696	7.202868014	7.01772874	7.050525552	7.01782524	7.004241604
10330	8.05564065	8.611464454	8.413397028	8.861145929	8.298274331	8.615223875
10331	7.473182148	7.19115701	7.646881096	7.630956448	7.377812053	7.386502469
10332	7.372423578	7.211285678	7.114474527	7.036708327	7.134738579	7.267923724
10333	7.167063947	7.042359687	6.939401744	6.996097258	7.032610063	6.9602131
10336	8.047588414	8.177142267	7.557319892	7.547223136	7.841218886	7.715627493
1033	6.883339106	7.178839237	7.00861284	7.292601401	6.724981239	7.218363884
10342	9.027759097	10.06541562	9.682823002	10.05636288	9.632581822	9.967655489
10343	7.205732131	7.194388117	7.199626915	7.187680812	7.203543264	7.203136594
10346	8.337379354	9.515108404	9.200384566	8.316269825	9.557323264	8.924080647
10347	7.767229116	7.750312817	7.078418584	7.182831534	7.103493373	7.386039979
10351	7.95834723	7.952450122	8.301220337	6.659722345	7.671181393	6.487724959
10352	6.945137502	7.026108529	7.639143387	7.952400185	7.419950428	7.303762213
10360	8.177993279	7.697628636	7.971784329	8.275729459	7.648160988	7.359738886
10362	8.031428266	8.009024801	8.326398029	8.5474688	6.954564243	6.872349282
10363	7.487331785	7.807030092	7.714675318	7.788204024	7.776969327	7.535785493
10365	8.128093588	7.993851118	6.890094021	7.15217113	7.254492585	7.564866294
10367	8.124469018	7.912413382	8.301034102	8.150855898	8.226369566	8.195667507
10368	7.340706965	7.234337123	6.946208177	6.948332961	7.078709526	7.052489448
10369	7.616629523	7.323988154	6.921808155	6.807694445	7.113187056	7.051480249
1036	7.252421204	7.177353553	7.592924454	6.974385042	7.22176542	7.008999559
10370	6.964895504	6.602836994	6.932430544	7.730956714	6.830130939	6.7197537
10371	6.785040852	6.761431811	6.784313066	6.78594458	6.775876078	6.804615433
10376	12.66486612	12.59340268	12.75716159	12.67978392	12.56004469	13.02910079
10379	7.832970169	9.726692377	9.178295814	9.487868329	8.726495836	8.878405626
