abu;Arcobacter butzleri RM4018;2015-04-06 16:36:29;N;N;N
abx;Acinetobacter baumannii 1656-2;2015-04-06 16:36:00;N;N;N
aby;Acinetobacter baumannii AYE;2015-04-06 16:35:59;N;N;N
abz;Acinetobacter baumannii MDR-ZJ06;2015-04-06 16:36:00;N;N;N
aca;Acidobacterium capsulatum;2015-04-06 16:38:11;N;N;N
acan;Acanthamoeba castellanii;2015-04-06 16:35:30;N;N;N
acb;Acinetobacter baumannii ATCC 17978;2015-04-06 16:35:59;N;N;N
acc;Acinetobacter calcoaceticus;2015-04-06 16:36:01;N;N;N
acd;Acinetobacter oleivorans;2015-04-06 16:35:59;N;N;N
ace;Acidothermus cellulolyticus;2015-04-06 16:37:53;N;N;N
acf;Aciduliprofundum sp. MAR08-339;2015-04-06 16:38:39;N;N;N
ach;Arthrobacter chlorophenolicus;2015-04-06 16:37:50;N;N;N
aci;Acinetobacter sp. ADP1;2015-04-06 16:35:59;N;N;N
acj;Aeropyrum camini;2015-04-06 16:38:39;N;N;N
ack;Acidovorax sp. KKS102;2015-04-06 16:36:18;N;N;N
acl;Acholeplasma laidlawii;2015-04-06 16:37:39;N;N;N
acm;Granulicella tundricola;2015-04-06 16:38:11;N;N;N
acn;Anaplasma centrale;2015-04-06 16:36:38;N;N;N
aco;Aminobacterium colombiense;2015-04-06 16:38:12;N;N;N
acp;Anaeromyxobacter dehalogenans 2CP-1;2015-04-06 16:36:33;N;N;N
acr;Acidiphilium cryptum JF-5;2015-04-06 16:36:50;N;N;N
acs;Anolis carolinensis;2015-04-06 16:35:21;N;Y;green anole
act;Aspergillus clavatus;2015-04-06 16:35:28;N;N;N
actn;Actinoplanes sp. N902-109;2015-04-06 16:37:55;N;N;N
acu;Acidithiobacillus caldus;2015-04-06 16:36:10;N;N;N
acy;Anabaena cylindrica;2015-04-06 16:38:16;N;N;N
ade;Anaeromyxobacter dehalogenans 2CP-C;2015-04-06 16:36:32;N;N;N
adg;Ammonifex degensii;2015-04-06 16:37:31;N;N;N
adi;Alcanivorax dieselolei;2015-04-06 16:36:10;N;N;N
adk;Alicycliphilus denitrificans K601;2015-04-06 16:36:19;N;N;N
adn;Alicycliphilus denitrificans BC;2015-04-06 16:36:19;N;N;N
aeh;Alkalilimnicola ehrlichei;2015-04-06 16:36:09;N;N;N
aeq;Adlercreutzia equolifaciens;2015-04-06 16:37:59;N;N;N
aex;Asticcacaulis excentricus;2015-04-06 16:36:46;N;N;N
afd;Alistipes finegoldii;2015-04-06 16:38:19;N;N;N
afe;Acidithiobacillus ferrooxidans ATCC 53993;2015-04-06 16:36:10;N;N;N
afi;Acidithiobacillus ferrivorans;2015-04-06 16:36:11;N;N;N
afl;Anoxybacillus flavithermus;2015-04-06 16:36:58;N;N;N
afm;Aspergillus fumigatus;2015-04-06 16:35:27;N;N;N
afn;Acidaminococcus fermentans;2015-04-06 16:37:33;N;N;N
afo;Acidimicrobium ferrooxidans DSM 10331;2015-04-06 16:37:58;N;N;N
afr;Acidithiobacillus ferrooxidans ATCC 23270;2015-04-06 16:36:10;N;N;N
afs;Actinoplanes friuliensis;2015-04-06 16:37:55;N;N;N
afu;Archaeoglobus fulgidus;2015-04-06 16:38:35;N;N;N
afv;Aspergillus flavus;2015-04-06 16:35:28;N;N;N
afw;Anaeromyxobacter sp. Fw109-5;2015-04-06 16:36:33;N;N;N
aga;Anopheles gambiae;2015-04-06 16:35:22;N;N;mosquito
ago;Ashbya gossypii;2015-04-06 16:35:25;N;N;Eremothecium gossypii
agr;Agrobacterium sp. H13-3;2015-04-06 16:36:40;N;N;N
aha;Aeromonas hydrophila;2015-04-06 16:36:10;N;N;N
ahe;Arcanobacterium haemolyticum;2015-04-06 16:37:55;N;N;N
aho;Acidianus hospitalis;2015-04-06 16:38:41;N;N;N
ahy;Aeromonas hydrophila ML09-119;2015-04-06 16:36:10;N;N;N
ain;Acidaminococcus intestini;2015-04-06 16:37:33;N;N;N
aje;Ajellomyces capsulatus;2015-04-06 16:35:28;N;N;N
ajs;Acidovorax sp. JS42;2015-04-06 16:36:18;N;N;N
aka;Advenella kashmirensis;2015-04-06 16:36:18;N;N;N
ali;Azospirillum lipoferum 4B;2015-04-06 16:36:51;N;N;N
alt;Alteromonas sp. SN2;2015-04-06 16:36:05;N;N;N
alv;Allochromatium vinosum;2015-04-06 16:36:08;N;N;N
aly;Arabidopsis lyrata;2015-04-06 16:35:23;N;N;lyrate rockcress
ama;Anaplasma marginale St. Maries;2015-04-06 16:36:37;N;N;N
amaa;Alteromonas macleodii AltDE1;2015-04-06 16:36:04;N;N;N
amac;Alteromonas macleodii ATCC 27126;2015-04-06 16:36:04;N;N;N
amad;Alteromonas macleodii Ionian Sea UM4b;2015-04-06 16:36:04;N;N;N
amae;Alteromonas macleodii Ionian Sea U7;2015-04-06 16:36:04;N;N;N
amag;Alteromonas macleodii Aegean Sea MED64;2015-04-06 16:36:04;N;N;N
amai;Alteromonas macleodii Ionian Sea UM7;2015-04-06 16:36:04;N;N;N
amal;Alteromonas macleodii Ionian Sea U4;2015-04-06 16:36:04;N;N;N
amao;Alteromonas macleodii Ionian Sea U8;2015-04-06 16:36:04;N;N;N
amb;Alteromonas macleodii Balearic Sea AD45;2015-04-06 16:36:04;N;N;N
amc;Alteromonas macleodii Deep ecotype;2015-04-06 16:36:04;N;N;N
amd;Amycolatopsis mediterranei U32;2015-04-06 16:37:54;N;N;N
ame;Apis mellifera;2015-04-06 16:35:22;N;N;honey bee
amf;Anaplasma marginale Florida;2015-04-06 16:36:37;N;N;N
amg;Alteromonas macleodii English Channel 673;2015-04-06 16:36:04;N;N;N
amh;Alteromonas macleodii English Channel 615;2015-04-06 16:36:04;N;N;N
ami;Actinosynnema mirum;2015-04-06 16:37:54;N;N;N
amk;Alteromonas macleodii Black Sea 11;2015-04-06 16:36:04;N;N;N
aml;Ailuropoda melanoleuca;2015-04-06 16:35:19;N;Y;giant panda
amm;Amycolatopsis mediterranei S699;2015-04-06 16:37:54;N;N;N
amn;Amycolatopsis mediterranei S699;2015-04-06 16:37:54;N;N;N
amo;Anaerobaculum mobile;2015-04-06 16:38:12;N;N;N
amp;Anaplasma marginale Gypsy Plains;2015-04-06 16:36:37;N;N;N
amr;Acaryochloris marina;2015-04-06 16:38:15;N;N;N
ams;Actinoplanes missouriensis;2015-04-06 16:37:55;N;N;N
amt;Alkaliphilus metalliredigens;2015-04-06 16:37:25;N;N;N
amu;Akkermansia muciniphila;2015-04-06 16:38:06;N;N;N
amv;Acidiphilium multivorum;2015-04-06 16:36:50;N;N;N
amw;Anaplasma marginale Dawn;2015-04-06 16:36:37;N;N;N
amz;Amycolatopsis mediterranei RB;2015-04-06 16:37:54;N;N;N
ana;Anabaena sp. PCC7120;2015-04-06 16:38:15;N;N;N
anb;Anabaena sp. 90;2015-04-06 16:38:16;N;N;N
ang;Aspergillus niger;2015-04-06 16:35:28;N;N;N
ani;Aspergillus nidulans;2015-04-06 16:35:27;N;N;N
ank;Anaeromyxobacter sp. K;2015-04-06 16:36:33;N;N;N
ant;Arcobacter nitrofigilis;2015-04-06 16:36:29;N;N;N
aoe;Alkaliphilus oremlandii;2015-04-06 16:37:25;N;N;N
aoi;Amycolatopsis orientalis;2015-04-06 16:37:54;N;N;N
aol;Agromonas oligotrophica;2015-04-06 16:36:44;N;N;N
aor;Aspergillus oryzae;2015-04-06 16:35:28;N;N;N
apa;Actinobacillus pleuropneumoniae AP76 (serotype 7);2015-04-06 16:35:51;N;N;N
apb;Candidatus Puniceispirillum marinum;2015-04-06 16:36:52;N;N;N
apc;Alpha proteobacterium HIMB59;2015-04-06 16:36:52;N;N;N
apd;Anaplasma phagocytophilum Dog2;2015-04-06 16:36:38;N;N;N
ape;Aeropyrum pernix;2015-04-06 16:38:39;N;N;N
apf;Acetobacter pasteurianus IFO 3283-03;2015-04-06 16:36:50;N;N;N
apg;Acetobacter pasteurianus IFO 3283-12;2015-04-06 16:36:50;N;N;N
aph;Anaplasma phagocytophilum;2015-04-06 16:36:38;N;N;N
apha;Anaplasma phagocytophilum JM;2015-04-06 16:36:38;N;N;N
api;Acyrthosiphon pisum;2015-04-06 16:35:22;N;N;pea aphid
apj;Actinobacillus pleuropneumoniae JL03 (serotype 3);2015-04-06 16:35:51;N;N;N
apk;Acetobacter pasteurianus 386B;2015-04-06 16:36:50;N;N;N
apl;Actinobacillus pleuropneumoniae L20 (serotype 5b);2015-04-06 16:35:51;N;N;N
apla;Anas platyrhynchos;2015-04-06 16:35:20;N;Y;mallard
apm;Alpha proteobacterium HIMB5;2015-04-06 16:36:52;N;N;N
apn;Arthrobacter phenanthrenivorans;2015-04-06 16:37:50;N;N;N
apo;Archaeoglobus profundus;2015-04-06 16:38:35;N;N;N
app;Accumulibacter phosphatis;2015-04-06 16:36:21;N;N;N
apq;Acetobacter pasteurianus IFO 3283-22;2015-04-06 16:36:50;N;N;N
apr;Anaerococcus prevotii;2015-04-06 16:37:28;N;N;N
aps;Candidatus Azobacteroides pseudotrichonymphae;2015-04-06 16:38:19;N;N;N
apt;Acetobacter pasteurianus IFO 3283-01;2015-04-06 16:36:50;N;N;N
apu;Acetobacter pasteurianus IFO 3283-07;2015-04-06 16:36:50;N;N;N
apv;Atopobium parvulum;2015-04-06 16:37:58;N;N;N
apw;Acetobacter pasteurianus IFO 3283-01-42C;2015-04-06 16:36:50;N;N;N
apx;Acetobacter pasteurianus IFO 3283-26;2015-04-06 16:36:50;N;N;N
apy;Anaplasma phagocytophilum HZ2;2015-04-06 16:36:38;N;N;N
apz;Acetobacter pasteurianus IFO 3283-32;2015-04-06 16:36:50;N;N;N
aqu;Amphimedon queenslandica;2015-04-06 16:35:23;N;N;sponge
ara;Agrobacterium radiobacter K84;2015-04-06 16:36:40;N;N;N
arc;Arcobacter sp. L;2015-04-06 16:36:30;N;N;N
arp;Arthrospira platensis;2015-04-06 16:38:17;N;N;N
arr;Arthrobacter sp. Rue61a;2015-04-06 16:37:50;N;N;N
art;Arthrobacter sp. FB24;2015-04-06 16:37:49;N;N;N
asa;Aeromonas salmonicida;2015-04-06 16:36:10;N;N;N
asb;Candidatus Arthromitus sp. SFB-rat-Yit;2015-04-06 16:37:25;N;N;N
asc;Acidilobus saccharovorans;2015-04-06 16:38:42;N;N;N
asd;Amycolicicoccus subflavus;2015-04-06 16:37:43;N;N;N
ase;Actinoplanes sp. SE50/110;2015-04-06 16:37:55;N;N;N
asf;Candidatus Arthromitus sp. SFB-mouse-Japan;2015-04-06 16:37:25;N;N;N
ash;Alistipes shahii;2015-04-06 16:38:19;N;N;N
asi;Actinobacillus suis;2015-04-06 16:35:51;N;N;N
asl;Aequorivita sublithincola;2015-04-06 16:38:23;N;N;N
asm;Candidatus Arthromitus sp. SFB-mouse-Yit;2015-04-06 16:37:25;N;N;N
asn;Alligator sinensis;2015-04-06 16:35:21;N;Y;Chinese alligator
ast;Archaeoglobus sulfaticallidus;2015-04-06 16:38:35;N;N;N
asu;Actinobacillus succinogenes;2015-04-06 16:35:51;N;N;N
ate;Caldicellulosiruptor bescii;2015-04-06 16:37:31;N;N;N
ath;Arabidopsis thaliana;2015-04-06 16:35:23;N;N;thale cress
atm;Anaerolinea thermophila;2015-04-06 16:38:26;N;N;N
atu;Agrobacterium tumefaciens C58;2015-04-06 16:36:40;N;N;N
aur;Aerococcus urinae;2015-04-06 16:37:21;N;N;N
ava;Anabaena variabilis;2015-04-06 16:38:16;N;N;N
avd;Azotobacter vinelandii CA6;2015-04-06 16:35:59;N;N;N
ave;Archaeoglobus veneficus;2015-04-06 16:38:35;N;N;N
avi;Agrobacterium vitis S4;2015-04-06 16:36:40;N;N;N
avl;Azotobacter vinelandii CA;2015-04-06 16:35:59;N;N;N
avn;Azotobacter vinelandii;2015-04-06 16:35:59;N;N;N
avr;Aeromonas veronii;2015-04-06 16:36:10;N;N;N
awo;Acetobacterium woodii;2015-04-06 16:37:28;N;N;N
axl;Amphibacillus xylanus;2015-04-06 16:36:59;N;N;N
axn;Achromobacter xylosoxidans NBRC 15126 = ATCC 27061;2015-04-06 16:36:17;N;N;N
axo;Achromobacter xylosoxidans NH44784-1996;2015-04-06 16:36:17;N;N;N
axy;Achromobacter xylosoxidans;2015-04-06 16:36:17;N;N;N
aym;Ilumatobacter coccineum;2015-04-06 16:37:58;N;N;N
ayw;Phytoplasma AYWB;2015-04-06 16:37:38;N;N;N
aza;Azoarcus sp. KH32C;2015-04-06 16:36:21;N;N;N
azc;Azorhizobium caulinodans;2015-04-06 16:36:45;N;N;N
azl;Azospirillum sp. B510;2015-04-06 16:36:51;N;N;N
azo;Azoarcus sp. BH72;2015-04-06 16:36:21;N;N;N
baa;Brucella abortus A13334;2015-04-06 16:36:41;N;N;N
bab;Buchnera aphidicola Bp;2015-04-06 16:35:43;N;N;N
bac;Burkholderia ambifaria MC40-6;2015-04-06 16:36:15;N;N;N
bacc;Bacteroides sp. CF50;2015-04-06 16:38:18;N;N;N
baci;Bacillus sp. 1NLA3E;2015-04-06 16:36:58;N;N;N
bad;Bifidobacterium adolescentis;2015-04-06 16:37:56;N;N;N
bae;Bacillus atrophaeus;2015-04-06 16:36:54;N;N;N
baf;Borrelia afzelii (FLI);2015-04-06 16:38:07;N;N;N
bafh;Borrelia afzelii HLJ01;2015-04-06 16:38:07;N;N;N
bafz;Borrelia afzelii (Maryland);2015-04-06 16:38:07;N;N;N
bag;Bacillus coagulans 36D1;2015-04-06 16:36:58;N;N;N
bah;Bacillus anthracis CDC 684;2015-04-06 16:36:55;N;N;N
bai;Bacillus anthracis A0248;2015-04-06 16:36:55;N;N;N
baj;Buchnera aphidicola (Cinara tujafilina);2015-04-06 16:35:44;N;N;N
bajc;Buchnera aphidicola JF99;2015-04-06 16:35:43;N;N;N
bak;Buchnera aphidicola Ak;2015-04-06 16:35:43;N;N;N
bal;Bacillus cereus biovar anthracis CI;2015-04-06 16:36:55;N;N;N
bam;Burkholderia ambifaria AMMD;2015-04-06 16:36:15;N;N;N
bama;Bacillus amyloliquefaciens subsp. plantarum UCMB5033;2015-04-06 16:36:54;N;N;N
bamb;Bacillus amyloliquefaciens subsp. plantarum NAU-B3;2015-04-06 16:36:54;N;N;N
bamc;Bacillus amyloliquefaciens CC178;2015-04-06 16:36:54;N;N;N
bamf;Bacillus amyloliquefaciens LFB112;2015-04-06 16:36:54;N;N;N
bami;Bacillus amyloliquefaciens IT-45;2015-04-06 16:36:54;N;N;N
baml;Bacillus amyloliquefaciens subsp. plantarum UCMB5036;2015-04-06 16:36:53;N;N;N
bamn;Bacillus amyloliquefaciens subsp. plantarum UCMB5113;2015-04-06 16:36:54;N;N;N
bamp;Bacillus amyloliquefaciens subsp. plantarum AS43.3;2015-04-06 16:36:53;N;N;N
ban;Bacillus anthracis Ames;2015-04-06 16:36:54;N;N;N
bani;Bifidobacterium animalis subsp. lactis Bl12;2015-04-06 16:37:56;N;N;N
banl;Bifidobacterium animalis subsp. lactis ATCC 27673;2015-04-06 16:37:57;N;N;N
bao;Bacillus amyloliquefaciens DSM 7;2015-04-06 16:36:53;N;N;N
bap;Buchnera aphidicola 5A;2015-04-06 16:35:43;N;N;N
baq;Bacillus amyloliquefaciens subsp. plantarum CAU B946;2015-04-06 16:36:53;N;N;N
bar;Bacillus anthracis Ames 0581;2015-04-06 16:36:55;N;N;N
bas;Buchnera aphidicola Sg;2015-04-06 16:35:43;N;N;N
bast;Bifidobacterium asteroides;2015-04-06 16:37:57;N;N;N
bat;Bacillus anthracis Sterne;2015-04-06 16:36:55;N;N;N
bau;Buchnera aphidicola Tuc7;2015-04-06 16:35:43;N;N;N
baus;Bartonella australis;2015-04-06 16:36:45;N;N;N
bav;Bordetella avium;2015-04-06 16:36:17;N;N;N
baw;Buchnera aphidicola JF98;2015-04-06 16:35:43;N;N;N
bax;Bacillus anthracis H9401;2015-04-06 16:36:55;N;N;N
bay;Bacillus amyloliquefaciens FZB42;2015-04-06 16:36:53;N;N;N
baz;Bacillus amyloliquefaciens TA208;2015-04-06 16:36:54;N;N;N
bba;Bdellovibrio bacteriovorus;2015-04-06 16:36:32;N;N;N
bbat;Bdellovibrio bacteriovorus Tiberius;2015-04-06 16:36:32;N;N;N
bbb;Bifidobacterium animalis subsp. lactis BB-12;2015-04-06 16:37:56;N;N;N
bbc;Bifidobacterium animalis subsp. lactis BLC1;2015-04-06 16:37:56;N;N;N
bbd;Belliella baltica;2015-04-06 16:38:20;N;N;N
bbe;Brevibacillus brevis;2015-04-06 16:37:05;N;N;N
bbf;Bifidobacterium bifidum BGN4;2015-04-06 16:37:57;N;N;N
bbg;Blattabacterium sp. (Blaberus giganteus);2015-04-06 16:38:24;N;N;N
bbh;Bordetella bronchiseptica 253;2015-04-06 16:36:17;N;N;N
bbi;Bifidobacterium bifidum S17;2015-04-06 16:37:57;N;N;N
bbj;Borrelia burgdorferi JD1;2015-04-06 16:38:07;N;N;N
bbk;Bartonella bacilliformis;2015-04-06 16:36:44;N;N;N
bbl;Blattabacterium sp. (Blattella germanica);2015-04-06 16:38:23;N;N;N
bbm;Bordetella bronchiseptica MO149;2015-04-06 16:36:17;N;N;N
bbn;Borrelia burgdorferi N40;2015-04-06 16:38:07;N;N;N
bbo;Babesia bovis;2015-04-06 16:35:31;N;N;N
bbp;Bifidobacterium bifidum PRL2010;2015-04-06 16:37:57;N;N;N
bbq;Blattabacterium sp. (Blatta orientalis);2015-04-06 16:38:24;N;N;N
bbr;Bordetella bronchiseptica RB50;2015-04-06 16:36:17;N;N;N
bbru;Bifidobacterium breve UCC2003;2015-04-06 16:37:57;N;N;N
bbs;Borrelia bissettii;2015-04-06 16:38:07;N;N;N
bbt;Bradyrhizobium sp. BTAi1;2015-04-06 16:36:43;N;N;N
bbu;Borrelia burgdorferi B31;2015-04-06 16:38:06;N;N;N
bbur;Borrelia burgdorferi CA382;2015-04-06 16:38:07;N;N;N
bbv;Bifidobacterium breve;2015-04-06 16:37:57;N;N;N
bbz;Borrelia burgdorferi ZS7;2015-04-06 16:38:07;N;N;N
bca;Bacillus cereus ATCC 10987;2015-04-06 16:36:55;N;N;N
bcb;Bacillus cereus B4264;2015-04-06 16:36:55;N;N;N
bcc;Buchnera aphidicola Cc;2015-04-06 16:35:43;N;N;N
bcd;Bartonella clarridgeiae;2015-04-06 16:36:45;N;N;N
bce;Bacillus cereus ATCC 14579;2015-04-06 16:36:55;N;N;N
bcee;Brucella ceti TE28753-12;2015-04-06 16:36:42;N;N;N
bcer;Bacillus cereus FRI-35;2015-04-06 16:36:56;N;N;N
bcet;Brucella ceti TE10759-12;2015-04-06 16:36:42;N;N;N
bcf;Bacillus cereus F837/76;2015-04-06 16:36:56;N;N;N
bcg;Bacillus cereus G9842;2015-04-06 16:36:56;N;N;N
bch;Burkholderia cenocepacia HI2424;2015-04-06 16:36:15;N;N;N
bchr;Candidatus Blochmannia chromaiodes;2015-04-06 16:35:47;N;N;N
bci;Baumannia cicadellinicola;2015-04-06 16:36:11;N;N;N
bcj;Burkholderia cenocepacia J2315;2015-04-06 16:36:15;N;N;N
bck;Bacillus coagulans 2-6;2015-04-06 16:36:58;N;N;N
bcl;Bacillus clausii;2015-04-06 16:36:57;N;N;N
bcm;Burkholderia cenocepacia MC0-3;2015-04-06 16:36:15;N;N;N
bcn;Burkholderia cenocepacia AU1054;2015-04-06 16:36:15;N;N;N
bco;Bacillus cellulosilyticus;2015-04-06 16:36:58;N;N;N
bcp;Blattabacterium sp. (Cryptocercus punctulatus);2015-04-06 16:38:24;N;N;N
bcq;Bacillus cereus Q1;2015-04-06 16:36:56;N;N;N
bcr;Bacillus cereus AH187;2015-04-06 16:36:55;N;N;N
bcs;Brucella canis ATCC 23365;2015-04-06 16:36:42;N;N;N
bct;Burkholderia cepacia;2015-04-06 16:36:15;N;N;N
bcu;Bacillus cereus AH820;2015-04-06 16:36:56;N;N;N
bcv;Beutenbergia cavernae;2015-04-06 16:37:51;N;N;N
bcw;Borrelia crocidurae;2015-04-06 16:38:07;N;N;N
bcx;Bacillus cereus 03BB102;2015-04-06 16:36:56;N;N;N
bcy;Bacillus cytotoxicus NVH 391-98;2015-04-06 16:36:56;N;N;N
bcz;Bacillus cereus ZK;2015-04-06 16:36:55;N;N;N
bde;Bifidobacterium dentium;2015-04-06 16:37:57;N;N;N
bdi;Brachypodium distachyon;2015-04-06 16:35:24;N;N;N
bdu;Borrelia duttonii;2015-04-06 16:38:07;N;N;N
beq;Babesia equi;2015-04-06 16:35:31;N;N;N
bex;Bdellovibrio exovorus;2015-04-06 16:36:32;N;N;N
bfa;Brachybacterium faecium;2015-04-06 16:37:51;N;N;N
bfg;Bacteroides fragilis 638R;2015-04-06 16:38:18;N;N;N
bfi;Butyrivibrio fibrisolvens;2015-04-06 16:37:28;N;N;N
bfl;Candidatus Blochmannia floridanus;2015-04-06 16:35:47;N;N;N
bfo;Branchiostoma floridae;2015-04-06 16:35:21;N;N;Florida lancelet
bfr;Bacteroides fragilis YCH46;2015-04-06 16:38:18;N;N;N
bfs;Bacteroides fragilis NCTC9343;2015-04-06 16:38:18;N;N;N
bfu;Botryotinia fuckeliana;2015-04-06 16:35:27;N;N;N
bga;Borrelia garinii PBi;2015-04-06 16:38:07;N;N;N
bgb;Borrelia garinii BgVir;2015-04-06 16:38:07;N;N;N
bgd;Burkholderia gladioli;2015-04-06 16:36:16;N;N;N
bge;Burkholderia sp. CCGE1002;2015-04-06 16:36:16;N;N;N
bgf;Burkholderia sp. CCGE1003;2015-04-06 16:36:16;N;N;N
bgl;Burkholderia glumae;2015-04-06 16:36:16;N;N;N
bgn;Borrelia garinii NMJW1;2015-04-06 16:38:07;N;N;N
bgr;Bartonella grahamii;2015-04-06 16:36:45;N;N;N
bha;Bacillus halodurans;2015-04-06 16:36:54;N;N;N
bhe;Bartonella henselae;2015-04-06 16:36:44;N;N;N
bhl;Bacteroides helcogenes;2015-04-06 16:38:18;N;N;N
bhr;Borrelia hermsii;2015-04-06 16:38:07;N;N;N
bhy;Brachyspira hyodysenteriae;2015-04-06 16:38:10;N;N;N
bid;Beijerinckia indica;2015-04-06 16:36:45;N;N;N
bif;Bacillus infantis;2015-04-06 16:36:58;N;N;N
bip;Brachyspira intermedia;2015-04-06 16:38:10;N;N;N
bja;Bradyrhizobium japonicum USDA110;2015-04-06 16:36:42;N;N;N
bjs;Bacillus sp. JS;2015-04-06 16:36:58;N;N;N
bju;Bradyrhizobium japonicum USDA 6;2015-04-06 16:36:43;N;N;N
bla;Bifidobacterium animalis subsp. lactis AD011;2015-04-06 16:37:56;N;N;N
blb;Bifidobacterium longum subsp. longum BBMN68;2015-04-06 16:37:55;N;N;N
blc;Bifidobacterium animalis subsp. lactis Bl-04;2015-04-06 16:37:56;N;N;N
bld;Bacillus licheniformis DSM13;2015-04-06 16:36:53;N;N;N
blf;Bifidobacterium longum subsp. infantis 157F;2015-04-06 16:37:55;N;N;N
blg;Bifidobacterium longum subsp. longum F8;2015-04-06 16:37:56;N;N;N
blh;Bacillus licheniformis 9945A;2015-04-06 16:36:53;N;N;N
bli;Bacillus licheniformis ATCC 14580;2015-04-06 16:36:53;N;N;N
blj;Bifidobacterium longum DJO10A;2015-04-06 16:37:55;N;N;N
blk;Bifidobacterium longum subsp. longum KACC 91563;2015-04-06 16:37:56;N;N;N
bll;Bifidobacterium longum subsp. longum JDM301;2015-04-06 16:37:55;N;N;N
blm;Bifidobacterium longum subsp. longum JCM 1217;2015-04-06 16:37:56;N;N;N
bln;Bifidobacterium longum subsp. infantis ATCC 15697 (JGI);2015-04-06 16:37:55;N;N;N
blo;Bifidobacterium longum NCC2705;2015-04-06 16:37:55;N;N;N
blon;Bifidobacterium longum subsp. infantis ATCC 15697 (Tokyo);2015-04-06 16:37:55;N;N;N
blp;Blattabacterium sp. (Panesthia angustipennis spadica);2015-04-06 16:38:24;N;N;N
bls;Bifidobacterium animalis subsp. lactis Bi-07;2015-04-06 16:37:56;N;N;N
blt;Bifidobacterium animalis subsp. lactis DSM 10140;2015-04-06 16:37:56;N;N;N
blu;Blattabacterium sp. (Nauphoeta cinerea);2015-04-06 16:38:24;N;N;N
blv;Bifidobacterium animalis subsp. lactis V9;2015-04-06 16:37:56;N;N;N
blw;Bifidobacterium animalis subsp. lactis B420;2015-04-06 16:37:56;N;N;N
bma;Burkholderia mallei ATCC 23344;2015-04-06 16:36:14;N;N;N
bmb;Brucella abortus 9-941;2015-04-06 16:36:41;N;N;N
bmc;Brucella abortus S19;2015-04-06 16:36:41;N;N;N
bmd;Bacillus megaterium DSM 319;2015-04-06 16:36:57;N;N;N
bme;Brucella melitensis bv. 1 16M;2015-04-06 16:36:41;N;N;N
bmf;Brucella melitensis biovar Abortus;2015-04-06 16:36:41;N;N;N
bmg;Brucella melitensis M5-90;2015-04-06 16:36:41;N;N;N
bmh;Bacillus megaterium WSH-002;2015-04-06 16:36:57;N;N;N
bmi;Brucella melitensis ATCC 23457;2015-04-06 16:36:41;N;N;N
bmj;Burkholderia multivorans ATCC 17616 (Tohoku);2015-04-06 16:36:15;N;N;N
bml;Burkholderia mallei NCTC 10229;2015-04-06 16:36:14;N;N;N
