Entrez.GeneID	8hTrt_8hCult1	8hTrt_8hCult2
10419	0.032794933	-0.239157058
1041	0.101059101	0.28955412
10420	-0.437277591	-0.05936902
10421	-0.117002783	-0.006832115
10422	0.02011749	0.271626567
10423	0.052473677	-0.001478136
10424	0.236643808	0.128836739
10425	0.026931784	0.071558544
10426	0.027407321	-0.117414585
10427	0.128924655	-0.103587518
10428	-0.0697295	0.105088005
10430	-0.042303251	-0.075627063
10431	0.196409964	0.114395286
10432	0.293138871	0.177775771
10434	-0.091596167	-0.133440624
10435	-0.740093254	-0.690262005
10436	-0.002735355	-0.009862305
10437	0.022492307	0.096966337
10438	-0.315688076	0.661127173
10439	-0.152750298	0.077171131
1043	0.10961179	0.045466207
10440	0.178956506	-0.125883585
10443	0.159713384	0.040975109
10444	-0.16257846	-0.090280896
10445	-0.029052208	0.076074937
10446	-0.053969629	-0.098661042
10449	-0.032160909	-0.015530528
1044	-0.235561927	0.163687732
10450	0.120274713	-0.063292002
10451	-0.022468975	0.008776318
10452	0.148431612	0.152255291
10454	-0.038469147	0.126873022
10455	-0.383468498	-0.179174649
10456	0.227519735	0.039052063
10457	-0.538647817	-0.16926248
10458	0.188076056	0.066106522
10459	-0.322753049	-0.217135064
1045	-0.305070892	-0.117119044
10460	-0.001473632	0.156565146
10461	0.200457462	0.024622187
10462	0.436947159	0.172961695
10463	0.21496639	0.089017617
10464	0.04868507	-0.010843251
10465	0.38208072	-0.124133764
10466	-0.190647191	-0.035526924
10467	0.046709112	-0.073966539
10468	-0.518745141	-0.519769635
10469	-0.21658734	-0.159045196
1046	-0.118777049	-0.077435494
10472	-0.092603761	-0.07327803
10473	-0.195278662	-0.049083692
10474	0.06702591	0.031559576
10475	-0.083495928	-0.158910742
10476	-0.020919258	-0.095054103
10477	-0.054055288	0.219999047
10478	-0.046724154	0.074116193
10479	-0.094650791	-0.087394571
1047	0.029767859	0.032096736
10480	0.159726456	0.045935225
10481	-0.028249005	0.045956775
10482	-0.091597187	-0.000392753
10483	0.394318459	-0.059521214
10484	0.148539204	0.006117315
10485	-0.140318533	0.056166086
10486	-0.392338185	-0.102163088
10487	-0.056468904	-0.011219245
10488	-0.069378077	0.058825879
10489	-0.059810793	-0.06861912
1048	0.18757585	0.086503276
10490	-0.001727323	0.076485559
10491	0.031266593	0.063302467
10492	0.101918238	0.050789997
10493	-0.246442068	-0.002100496
10494	-0.274272625	0.024000488
10495	0.005793103	-0.01107384
10497	-0.368407644	-0.41894537
10498	-0.380601717	-0.145771781
10499	0.141134729	0.021847931
104	0.073250406	-0.10382746
10500	0.049918071	0.199719026
10501	0.109147012	0.096762233
10505	-0.171545192	-0.162992607
10507	-0.012944085	-0.146677104
10509	0.085044497	-0.013611672
1050	0.42655837	0.000459295
10512	-0.036454871	-0.167714244
10513	0.022320554	-0.055830684
10514	0.01526791	-0.235494351
10516	-0.080654185	0.113158785
10518	0.103568103	0.002741643
10519	-0.032018418	-0.102872076
1051	0.096629992	0.213658796
10520	0.08154163	0.066538731
10521	-0.235804277	-0.202235506
10522	-0.137799615	-0.181973397
10523	0.006680257	-0.082656532
10524	-0.093085114	-0.007641025
10525	0.087760176	0.121599929
10526	-0.065974418	-0.370141607
10528	0.046651202	-0.021922431
10529	0.101580524	0.065504141
1052	-1.422297505	-0.847866524
10531	0.279097765	0.04713458
10533	-0.113737264	-0.094366875
10534	-0.154761539	-0.173678686
10535	0.005884173	0.059665862
10536	-0.064644869	0.100718815
10538	0.126765161	-0.10721377
10539	0.082175656	0.144888397
1053	-0.198585365	-0.050740173
10540	-0.003751696	0.132708073
10541	-0.054199211	-0.04022185
10542	0.06977573	-0.122355259
10544	0.1281261	-0.09444482
10548	-0.125561501	-0.093396513
10549	0.04940346	-0.010833517
1054	0.258326497	0.021542524
10550	-0.133058169	-0.23436155
10551	0.280224675	0.106757484
10552	-0.075085452	0.064174045
10553	-0.163190662	-0.164534957
10555	-0.209421794	-0.087088152
10556	0.063552153	0.041712691
10557	-0.105026883	0.048374767
10558	-0.022219467	-0.054859415
10559	-0.116223275	-0.238255668
10560	-0.35372367	-0.575588293
10561	-0.16281925	0.05576228
10562	0.076269161	-0.002762601
10563	0.12973044	0.222779768
10564	0.032936873	-0.225235289
10565	-0.059380301	-0.035379907
10566	0.176760848	0.165877591
10567	-0.036915061	-0.02381184
10569	-0.048593393	0.083895518
1056	-0.077989891	0.060170407
10570	-0.253902931	-0.219572658
10572	-0.100661862	-0.067068957
10573	0.192921873	-0.017344722
10574	0.018164152	-0.111314209
10575	-0.025881637	-0.109172357
10576	0.108076647	-0.130253338
10577	-0.14926855	-0.104252546
10578	-0.202012949	-0.071213232
10579	-0.419339585	-0.373123801
1057	0.047205622	0.335069498
10580	-0.149512768	0.053041095
10581	-0.23770935	-0.260497302
10584	0.036739888	0.137730554
10585	-0.186861321	-0.317739398
10586	-0.112666384	-0.136125363
10587	-0.106132344	-0.168542673
10588	0.082319103	-0.080115188
10589	0.158063623	-0.100317706
1058	-0.170845057	0.049894474
10590	-0.083288346	0.115743125
10591	0.003275097	-0.04085588
10592	-0.029685136	0.137894905
10594	0.051522533	-0.03112712
10595	0.218761375	0.144973857
10598	0.130208621	-0.08727513
10599	-0.055907846	0.074610393
1059	0.238765415	-0.272505931
105	0.125617292	0.235698215
10600	0.029081296	0.124947731
10602	-0.148966996	0.158888201
10603	-0.089021127	0.230923966
10605	-0.120532503	0.153367655
10606	0.117985753	-0.086036194
10607	0.040638423	0.059302135
10608	-0.005198978	-0.047754941
10609	0.085336195	0.079611003
1060	0.205524043	0.251886976
10610	0.2394466	0.381448651
10611	0.281974049	0.326270065
10612	0.015595915	0.02326565
10613	-0.098108893	-0.085449736
10614	0.090171531	0.044098867
10615	-0.104209632	0.05379574
10616	0.077509943	-0.062359223
10617	0.073411253	0.029563741
10618	0.131774583	-0.060132431
10621	0.231172201	0.447502028
10622	0.094635734	-0.022072981
10623	-0.080054325	0.133076956
10625	1.811300588	1.071147365
10628	-0.200587776	-0.08377256
10629	-0.027636856	-0.196672865
1062	0.289349868	-0.011146783
10630	-0.538340589	-0.918856989
10631	0.08603157	0.097278572
10632	0.000913485	0.035228074
10633	-0.14408536	0.305370812
10634	0.290233224	0.222661789
10635	-0.054165156	0.047699635
10636	0.186163048	-0.064146964
10637	0.018129367	-0.135774287
10638	0.112228108	-0.047724936
10639	-0.031030728	0.100516834
1063	0.032700046	0.048272704
10640	0.243776681	0.041584458
10641	-0.090153558	-0.108617027
10642	0.053052363	0.108689034
10643	-0.448434293	0.629051264
10644	0.361727378	-0.42573431
10645	-0.179474945	-0.075245218
10646	0.127581612	0.058331697
10647	0.161282637	-0.37856623
10648	-0.17196168	-0.276543914
10650	0.034682515	-0.127025652
10651	0.052954233	0.025403772
10652	0.027083362	-0.042694542
10653	-0.126779892	-0.255457088
10654	-0.27180581	-0.288430131
10655	-0.232374633	-0.026955672
10656	-1.128661517	-0.710933797
10657	0.011476304	0.130168099
10658	-0.055270969	-0.287559042
10659	-0.07240508	-0.088162003
10660	0.173396311	0.224719168
10661	0.141556733	-0.033167429
10663	-0.136644563	0.025548297
10664	0.031685759	-0.04996174
10666	0.052319809	0.005863436
10667	-0.200175903	-0.019044211
10668	-0.204328048	0.043224371
10669	-0.260687941	0.013906398
10670	0.076697557	0.089687359
10671	-0.012687498	0.061375091
10672	-0.060148269	-0.244851417
10673	-0.040469182	-0.276183965
10675	0.042762436	-0.0161956
10677	-0.016939018	0.129212188
10678	-0.096414633	-0.129393624
10681	-0.168096546	-0.03842713
10683	0.157256729	-0.015768623
10686	0.178826802	0.196881272
10687	0.025008526	-0.123576588
1068	0.060707374	0.216719643
10690	-0.037629364	-0.013276212
10691	0.051938778	0.024512886
10692	-0.018137404	0.192911331
10693	-0.313858213	0.240301632
10694	0.128948619	0.024914104
10695	-0.196215511	0.000914354
10699	-0.094666593	0.047357598
1069	-0.023850881	0.138905943
1070	0.153441492	0.241519791
10712	0.071194645	0.070816473
10713	-0.037151537	-0.097065327
10714	-0.111576947	-0.025866735
10715	0.566089183	0.063484659
10716	-0.225137636	-0.21253693
10717	0.259264324	-0.041558715
1071	-0.317783672	-0.006548469
10721	0.106406074	-0.004165857
10723	-0.016705097	-0.185364257
10724	0.02813	-0.014794603
10725	-0.217432614	-0.271504497
10726	0.111599312	-0.049305735
10728	0.178414389	0.096545543
1072	0.009577917	-0.053655909
10730	0.055859158	-0.024955789
10732	-0.238275202	-0.026966535
10733	-0.073397362	-0.060181506
10734	0.226442778	-0.020521841
10735	0.260881803	0.077336599
10736	-0.818240272	-0.663731966
10738	-0.10687884	0.128256383
10739	0.038309394	-0.048010243
1073	0.300570047	0.229546703
10741	-0.069836246	0.011874685
10742	0.141017458	-0.095638648
10743	0.041660743	0.127190469
10744	0.176595984	0.061328751
10745	-0.211528853	-0.066115443
10746	1.094120715	0.808865137
10747	0.082835071	-0.032093944
10748	-0.253812478	-0.096286558
10749	0.148661049	-0.061720369
10750	-0.041104302	0.014648525
10752	-0.050709832	-0.111015643
10753	0.082777806	0.155130694
10755	0.101977285	0.113083984
10758	-0.164511681	0.031703363
1075	-0.695602243	-0.302082276
10761	-0.327705328	0.256536746
10762	-0.064557655	-0.200947826
10763	0.054780978	0.039309117
10765	-0.078059504	-0.057785179
10766	-0.119033597	-0.543504665
10767	0.076292594	-0.028330165
10768	0.166789203	0.227754315
10769	-1.286350959	-1.193364191
10771	0.111102219	0.145711696
10773	-0.136010323	-0.116540944
10775	0.028256574	-0.066744551
10776	-0.010539207	-0.103777298
10777	0.055410909	0.03760772
10778	-0.070357718	-0.226218735
10781	-0.17895758	-0.040338311
10782	-0.016913294	-0.125757076
10783	-0.657619274	-0.429557258
10785	0.026014889	-0.262131858
10786	0.095171077	0.004493216
10787	-0.048478902	0.017125584
10788	0.016302981	0.253041841
10791	-0.357785385	-0.482577655
10793	0.056818549	0.046672634
10794	0.150886982	0.040241824
10797	0.060604454	0.171236491
10798	0.089736975	0.019957505
10799	-0.230690122	-0.198701393
107	-0.059376564	0.072883832
10800	-0.384554274	-0.019621671
10801	-0.325340654	-0.108880587
10803	-0.205268521	-0.000752891
10804	0.028376742	-0.035462941
10806	-0.017806444	0.129804404
10807	-0.057324736	-0.05584161
10808	0.030146846	-0.212418054
10809	-0.167119854	0.055840696
1080	-0.119931201	0.104174741
10810	0.245095987	0.208080587
10811	-0.246625967	0.182842756
10813	0.044739001	-0.264290639
10814	0.15414712	0.027433159
10815	-0.052906191	0.059720095
10817	-0.058365498	-0.025507288
10818	-0.353069892	-0.056759542
1081	-0.195420842	-0.086061507
10824	-0.2900621	0.318359262
10825	-0.199581777	0.285039796
10826	-0.110886289	-0.043908502
10827	0.026865445	0.032317351
10838	-0.1308712	-0.0234972
10840	0.129576943	-0.012587011
10841	0.087988268	0.128278716
10842	-0.05326527	0.157420617
10844	-0.034938308	-0.024714571
10845	-0.195340756	0.035192088
10846	0.219908065	0.443350528
10847	-0.048561858	0.082123337
10848	-0.041710482	0.112210156
10849	-0.146182833	-0.154238403
1084	-0.265010971	0.076155343
10850	0.403763847	0.141853697
10855	-0.432481392	-0.103789148
10856	0.081336288	-0.030284678
10857	-0.053716754	8.01E-05
10858	0.119762022	-0.099515056
10859	0.075612612	0.21269552
10861	0.048173919	-0.134058723
10863	-0.012008383	0.164660015
10864	-0.116909568	-0.008509098
10865	-0.2064054	-0.037515497
10867	0.037662689	-0.012169647
10868	-0.003494689	0.016338175
10869	0.021842115	-0.036742152
10870	-0.031129264	-0.258351471
10871	-0.268463567	-0.08686445
10873	-0.073504058	-0.262088741
10874	-0.094244607	-0.163351738
10875	0.14657906	0.224304532
10876	0.076452751	0.010163166
10877	0.126204051	0.270410749
10879	0.139240028	-0.044399176
1087	-0.126369048	0.008553577
10880	0.09331911	-0.00368579
10881	-0.080393283	0.115665106
10882	0.195563912	0.014968862
10884	-0.096406509	0.006340021
10885	-0.06894596	-0.298093811
10886	-0.031167355	-0.109331677
10888	-0.064247404	0.126816491
1088	0.097341094	-0.078885755
10890	0.098212183	-0.022013638
10891	0.029053715	0.14368823
10892	-0.100546668	-0.017444221
10893	0.115686503	0.021883775
10894	0.087620243	0.129356048
10895	0.234592529	0.118025086
10896	-0.095398878	-0.041270847
10897	0.065818176	-0.0750832
10898	-0.078792951	0.149533456
10899	-0.064262548	-0.045521628
1089	-0.041860261	0.110697045
108	-0.225404482	0.104353959
10900	-0.212583667	0.008503971
10902	-0.073091147	-0.027744366
10903	-0.140201881	0.108359158
10904	0.043639178	-0.080423001
10905	-0.045512252	-0.045987043
10906	0.090852878	0.073614821
10907	-0.057226502	-0.039277214
10908	-0.090230784	-0.225752036
10910	0.150911202	-0.091494332
10911	0.101507769	0.073479493
10912	-0.184583045	0.352218423
10913	0.157579577	-0.039636585
10914	0.050187123	-0.085705634
10915	-0.121017286	-0.079183566
10916	-0.02433372	0.022764416
10917	0.07488009	0.004193514
10920	0.163580205	0.129511739
10921	0.02864156	-0.152402411
10922	-0.010351328	0.070780405
10923	-0.078061841	0.004659876
10924	-0.221286532	0.050215367
10926	0.000515973	-0.243180711
10927	0.237123112	0.266210216
10928	-0.331326106	-0.118654463
10929	-0.388463511	-0.192507659
10930	0.059114353	-0.047921225
10933	-0.008971306	0.020109261
10935	0.102174965	0.096942255
10936	0.126538073	0.071068775
10938	0.309048231	-0.186167356
10939	0.072217618	0.107332324
10941	-0.286590915	-0.099011584
10942	-0.267967588	0.055802141
10943	-0.204756968	-0.063085562
10944	-0.02632976	0.066833992
10945	-0.023440226	0.091226417
10946	-0.099130072	0.246040625
10947	-0.029874176	-0.008340323
10948	-0.237506158	0.070708681
10949	0.036217666	-0.05649399
10950	-0.179548001	0.117501086
10951	-0.004931746	0.113891908
10952	0.130374411	0.066211576
10953	-0.332056445	-0.306764146
10954	0.092996273	0.07422288
10955	-0.02533759	-0.092779996
10956	-0.014509327	-0.029261831
10957	-0.367703041	0.418817485
10959	0.103488494	-0.047719861
10960	0.146052444	-0.141416419
10961	-0.116161278	0.048999103
10962	0.365160738	0.304341172
10963	0.137543338	-0.204090418
10964	-0.082941959	0.388001793
10966	0.028224093	0.53236936
10969	0.120748789	-0.125072929
10970	0.135915241	0.212761925
10971	0.0069539	0.071362996
10972	0.013485185	-0.039839223
10973	0.328740236	-0.019897016
10974	0.049652106	0.110903225
10975	-0.161856832	-0.016022621
10978	-0.128363076	-0.187177984
10979	0.580729196	0.455392341
10980	-0.006953345	-0.004551241
10981	0.091935731	0.046396588
10982	-0.285973578	-0.169164867
10983	-0.152506963	0.248263772
10985	0.080156406	-0.066478311
10987	0.049048858	-0.100962647
10988	0.114512809	0.108831391
10989	-0.045532226	-0.063465702
10990	-0.072154258	0.20591455
10991	0.149290016	0.260927145
10992	0.133458726	-0.012726198
10993	-0.159527337	-0.074219444
10994	-0.039239087	0.00178954
10998	0.152895963	0.085011364
10999	-0.094975554	-0.091649712
109	-0.088822479	-0.00837916
10	0.125871539	0.069539236
11000	-0.545527102	-0.119010615
11001	0.00389118	-0.092629696
11004	-0.38139013	0.001200359
11005	0.137117823	0.34901171
11006	-0.147174117	0.001789063
11007	0.278069166	0.202817255
11009	-0.056718622	-0.031226231
11010	0.023073195	-0.00346289
11011	0.305952689	-0.001725256
11012	0.127471542	0.201329762
11013	0.155314435	-0.062011816
11014	0.026864416	-0.071210835
11015	0.03575313	-0.125380262
11016	0.082392901	0.027989852
11017	0.217099635	0.17114368
11018	-0.071062836	0.042944079
11019	-0.246093035	0.029041862
1101	0.241694156	-0.021598555
11020	-0.139035567	-0.195451664
11021	-0.029098898	-0.141407669
11022	-0.260411389	-0.163860845
11023	-0.042903626	0.212773649
11024	-0.292110439	-0.139985979
11025	-0.557227087	0.19583392
11026	0.011499047	0.027378599
11027	0.012425759	0.110069068
1102	-0.075322351	0.201193893
11030	-0.604682045	-0.046973422
11031	1.014893416	0.997359873
11033	0.253717301	0.259823242
11034	0.140975998	0.161021323
11035	-0.114977569	-0.051799454
11036	0.094188008	0.199501545
11037	0.934437342	1.121646306
1103	-0.0245631	-0.012413213
